service_id,date,exception_type
L1203LP103_012003,20250311,1
L1203LP103_012003,20250312,1
L1203SP103_012003,20250308,1
L1204LP102_012004,20250306,1
L1204LP102_012004,20250307,1
L1204LP102_012004,20250310,1
L1204LP102_012004,20250311,1
L1204LP102_012004,20250312,1
L1204SP101_012004,20250308,1
L1205LP100_012005,20250306,1
L1205LP100_012005,20250307,1
L1205LP100_012005,20250310,1
L1205LP100_012005,20250311,1
L1205LP100_012005,20250312,1
L1301LC201_013001,20250306,1
L1301LC201_013001,20250307,1
L1301LC201_013001,20250310,1
L1301LC201_013001,20250311,1
L1301LC201_013001,20250312,1
L1302LP502_013002,20250306,1
L1302LP502_013002,20250307,1
L1302LP502_013002,20250310,1
L1302LP502_013002,20250311,1
L1302LP502_013002,20250312,1
L1303LP101_013003,20250306,1
L1303LP101_013003,20250307,1
L1303LP101_013003,20250310,1
L1303LP101_013003,20250311,1
L1303LP101_013003,20250312,1
L1401L0106_014001,20250306,1
L1401L0106_014001,20250307,1
L1401L0106_014001,20250310,1
L1401L0106_014001,20250311,1
L1401L0106_014001,20250312,1
L1401S0104_014001,20250308,1
L1501FP100_015001,20250309,1
L1501LP102_015001,20250306,1
L1501LP102_015001,20250307,1
L1501LP102_015001,20250310,1
L1501LP102_015001,20250311,1
L1501LP102_015001,20250312,1
L1501SP100_015001,20250308,1
L1502FP100_015002,20250309,1
L1502LP102_015002,20250306,1
L1502LP102_015002,20250307,1
L1502LP102_015002,20250310,1
L1502LP102_015002,20250311,1
L1502LP102_015002,20250312,1
L1502SP101_015002,20250308,1
L1503FP100_015003,20250309,1
L1503LP100_015003,20250306,1
L1503LP100_015003,20250307,1
L1503LP100_015003,20250310,1
L1503LP100_015003,20250311,1
L1503LP100_015003,20250312,1
L1503SP100_015003,20250308,1
L1504FP100_015004,20250309,1
L1504LP101_015004,20250306,1
L1504LP101_015004,20250307,1
L1504LP101_015004,20250310,1
L1504LP101_015004,20250311,1
L1504LP101_015004,20250312,1
L1504SP100_015004,20250308,1
L1505LP101_015005,20250306,1
L1505LP101_015005,20250307,1
L1505LP101_015005,20250310,1
L1505LP101_015005,20250311,1
L1505LP101_015005,20250312,1
L1505SP100_015005,20250308,1
L1506LP101_015006,20250306,1
L1506LP101_015006,20250307,1
L1506LP101_015006,20250310,1
L1506LP101_015006,20250311,1
L1506LP101_015006,20250312,1
L1506SP100_015006,20250308,1
L1507LP100_015007,20250306,1
L1507LP100_015007,20250307,1
L1507LP100_015007,20250310,1
L1507LP100_015007,20250311,1
L1507LP100_015007,20250312,1
L1507SP100_015007,20250308,1
L1508LP103_015008,20250306,1
L1508LP103_015008,20250307,1
L1508LP103_015008,20250310,1
L1508LP103_015008,20250311,1
L1508LP103_015008,20250312,1
L1601FP102_016001,20250309,1
L1601LP103_016001,20250306,1
L1601LP103_016001,20250307,1
L1601LP103_016001,20250310,1
L1601LP103_016001,20250311,1
L1601LP103_016001,20250312,1
L1601SP102_016001,20250308,1
L1701FP102_017001,20250309,1
L1701LP102_017001,20250306,1
L1701LP102_017001,20250307,1
L1701LP102_017001,20250310,1
L1701LP102_017001,20250311,1
L1701LP102_017001,20250312,1
L1701SP101_017001,20250308,1
L1702FP102_017002,20250309,1
L1702LP103_017002,20250306,1
L1702LP103_017002,20250307,1
L1702LP103_017002,20250310,1
L1702LP103_017002,20250311,1
L1702LP103_017002,20250312,1
L1702SP101_017002,20250308,1
L1703LP103_017003,20250306,1
L1703LP103_017003,20250307,1
L1703LP103_017003,20250310,1
L1703LP103_017003,20250311,1
L1703LP103_017003,20250312,1
L1704LP104_017004,20250306,1
L1704LP104_017004,20250307,1
L1704LP104_017004,20250310,1
L1704LP104_017004,20250311,1
L1704LP104_017004,20250312,1
L1801LP104_018001,20250306,1
L1801LP104_018001,20250307,1
L1801LP104_018001,20250310,1
L1801LP104_018001,20250311,1
L1801LP104_018001,20250312,1
L2301F0103_023001,20250309,1
L2301LP401_023001,20250306,1
L2301LP401_023001,20250307,1
L2301LP501_023001,20250310,1
L2301LP501_023001,20250311,1
L2301LP501_023001,20250312,1
L2301SP101_023001,20250308,1
L2302L0201_023002,20250306,1
L2302L0201_023002,20250307,1
L2302L0201_023002,20250310,1
L2302L0201_023002,20250311,1
L2302L0201_023002,20250312,1
L2401FP102_024001,20250309,1
L2401LP102_024001,20250306,1
L2401LP102_024001,20250307,1
L2401LP102_024001,20250310,1
L2401LP102_024001,20250311,1
L2401LP102_024001,20250312,1
L2401SP102_024001,20250308,1
L2402FP102_024002,20250309,1
L2402LP101_024002,20250306,1
L2402LP101_024002,20250307,1
L2402LP101_024002,20250310,1
L2402LP101_024002,20250311,1
L2402LP101_024002,20250312,1
L2402SP102_024002,20250308,1
L2501L0104_025001,20250306,1
L2501L0104_025001,20250307,1
L2501L0104_025001,20250310,1
L2501L0104_025001,20250311,1
L2501L0104_025001,20250312,1
L2501S0103_025001,20250308,1
L2502L0104_025002,20250306,1
L2502L0104_025002,20250307,1
L2502L0104_025002,20250310,1
L2502L0104_025002,20250311,1
L2502L0104_025002,20250312,1
L2701L0112_027001,20250306,1
L2701L0112_027001,20250307,1
L2701L0112_027001,20250310,1
L2701L0112_027001,20250311,1
L2701L0112_027001,20250312,1
L2702LP101_027002,20250306,1
L2702LP101_027002,20250307,1
L2702LP101_027002,20250310,1
L2702LP101_027002,20250311,1
L2702LP101_027002,20250312,1
L2801LP105_028001,20250306,1
L2801LP105_028001,20250307,1
L2801LP105_028001,20250310,1
L2801LP105_028001,20250311,1
L2801LP105_028001,20250312,1
L2801S0109_028001,20250308,1
L3001LP101_030001,20250306,1
L3001LP101_030001,20250309,1
L3001LP101_030001,20250310,1
L3001LP101_030001,20250311,1
L3001LP101_030001,20250312,1
L3001LP203_030001,20250307,1
L3001SP102_030001,20250308,1
L3101FP101_031001,20250309,1
L3101LP101_031001,20250306,1
L3101LP101_031001,20250307,1
L3101LP101_031001,20250310,1
L3101LP101_031001,20250311,1
L3101LP101_031001,20250312,1
L3101SP102_031001,20250308,1
L3102LP101_031002,20250306,1
L3102LP101_031002,20250307,1
L3102LP101_031002,20250310,1
L3102LP101_031002,20250311,1
L3102LP101_031002,20250312,1
L3103LP103_031003,20250306,1
L3103LP103_031003,20250307,1
L3103LP103_031003,20250310,1
L3103LP103_031003,20250311,1
L3103LP103_031003,20250312,1
L3301LP104_033001,20250307,1
L3301LP104_033001,20250308,1
L3601S0101_036001,20250308,1
L3602S0101_036002,20250308,1
L3603S0101_036003,20250308,1
L3604S0101_036004,20250308,1
L3605S0101_036005,20250308,1
L3606S0101_036006,20250308,1
L3607S0100_036007,20250308,1
L3608S0100_036008,20250308,1
L3609S0100_036009,20250308,1
L3610S0100_036010,20250308,1
L3611S0100_036011,20250308,1
L3612S0100_036012,20250308,1
L3613S0100_036013,20250308,1
L3614S0100_036014,20250308,1
L4 01FP101_004001,20250309,1
L4 01LP101_004001,20250306,1
L4 01LP101_004001,20250307,1
L4 01LP101_004001,20250310,1
L4 01LP101_004001,20250311,1
L4 01LP101_004001,20250312,1
L4 01SP102_004001,20250308,1
L4 02FP101_004002,20250309,1
L4 02LP101_004002,20250306,1
L4 02LP101_004002,20250307,1
L4 02LP101_004002,20250310,1
L4 02LP101_004002,20250311,1
L4 02LP101_004002,20250312,1
L4 02SP102_004002,20250308,1
L4 03FP100_004003,20250309,1
L4 03LP101_004003,20250306,1
L4 03LP101_004003,20250307,1
L4 03LP101_004003,20250310,1
L4 03LP101_004003,20250311,1
L4 03LP101_004003,20250312,1
L4 03SP100_004003,20250308,1
L4 04LP101_004004,20250306,1
L4 04LP101_004004,20250307,1
L4 04LP101_004004,20250310,1
L4 04LP101_004004,20250311,1
L4 04LP101_004004,20250312,1
L4 05LP200_004005,20250306,1
L4 05LP200_004005,20250307,1
L4 05LP200_004005,20250310,1
L4 05LP200_004005,20250311,1
L4 05LP200_004005,20250312,1
L4 06LP101_004006,20250306,1
L4 06LP101_004006,20250307,1
L4 06LP101_004006,20250310,1
L4 06LP101_004006,20250311,1
L4 06LP101_004006,20250312,1
L5 01FP101_005001,20250309,1
L5 01LP101_005001,20250306,1
L5 01LP101_005001,20250307,1
L5 01LP101_005001,20250310,1
L5 01LP101_005001,20250311,1
L5 01LP101_005001,20250312,1
L5 01SP101_005001,20250308,1
L5 02FP102_005002,20250309,1
L5 02LP101_005002,20250306,1
L5 02LP101_005002,20250307,1
L5 02LP101_005002,20250310,1
L5 02LP101_005002,20250311,1
L5 02LP101_005002,20250312,1
L5 02SP101_005002,20250308,1
L5 03FC103_005003,20250309,1
L5 03LP101_005003,20250306,1
L5 03LP101_005003,20250307,1
L5 03LP101_005003,20250310,1
L5 03LP101_005003,20250311,1
L5 03LP101_005003,20250312,1
L5 03SC104_005003,20250308,1
L5 04FP102_005004,20250309,1
L5 04LP201_005004,20250306,1
L5 04LP201_005004,20250307,1
L5 04LP201_005004,20250310,1
L5 04LP201_005004,20250311,1
L5 04LP201_005004,20250312,1
L5 04SP101_005004,20250308,1
L5 05FP101_005005,20250309,1
L5 05LP101_005005,20250306,1
L5 05LP101_005005,20250307,1
L5 05LP101_005005,20250310,1
L5 05LP101_005005,20250311,1
L5 05LP101_005005,20250312,1
L5 05SP101_005005,20250308,1
L5 06FP101_005006,20250309,1
L5 06LP101_005006,20250306,1
L5 06LP101_005006,20250307,1
L5 06LP101_005006,20250310,1
L5 06LP101_005006,20250311,1
L5 06LP101_005006,20250312,1
L5 06SP101_005006,20250308,1
L5 07LP101_005007,20250306,1
L5 07LP101_005007,20250307,1
L5 07LP101_005007,20250310,1
L5 07LP101_005007,20250311,1
L5 07LP101_005007,20250312,1
L7 01FP104_007001,20250309,1
L7 01LP105_007001,20250306,1
L7 01LP105_007001,20250307,1
L7 01LP105_007001,20250310,1
L7 01LP105_007001,20250311,1
L7 01LP105_007001,20250312,1
L7 01SP104_007001,20250308,1
L7 02FP104_007002,20250309,1
L7 02LP106_007002,20250306,1
L7 02LP106_007002,20250307,1
L7 02LP106_007002,20250310,1
L7 02LP106_007002,20250311,1
L7 02LP106_007002,20250312,1
L7 02SP103_007002,20250308,1
L7 03LP104_007003,20250306,1
L7 03LP104_007003,20250307,1
L7 03LP104_007003,20250310,1
L7 03LP104_007003,20250311,1
L7 03LP104_007003,20250312,1
L7 04LP102_007004,20250306,1
L7 04LP102_007004,20250307,1
L7 04LP102_007004,20250310,1
L7 04LP102_007004,20250311,1
L7 04LP102_007004,20250312,1
NC101SN101_001005,20250307,1
NC101SN101_001005,20250308,1
PSA04LP101_304001,20250306,1
PSA04LP101_304001,20250307,1
PSA04LP101_304001,20250310,1
PSA04LP101_304001,20250311,1
PSA04LP101_304001,20250312,1
RE 02LP101_102027,20250310,1
RE 02LP101_102027,20250311,1
RE 02LP101_102027,20250312,1
RE 02LP700_102027,20250306,1
RE 02LP700_102027,20250307,1
RE 08L0102_015303,20250306,1
RE 08L0102_015303,20250307,1
RE 08L0102_015303,20250310,1
RE 08L0102_015303,20250311,1
RE 08L0102_015303,20250312,1
REF01LP106_150001,20250306,1
REF01LP106_150001,20250307,1
REF01LP106_150001,20250310,1
REF01LP106_150001,20250311,1
REF01LP106_150001,20250312,1
REF02LP106_150002,20250306,1
REF02LP106_150002,20250307,1
REF02LP106_150002,20250310,1
REF02LP106_150002,20250311,1
REF02LP106_150002,20250312,1
REF03LP105_150003,20250306,1
REF03LP105_150003,20250307,1
REF03LP105_150003,20250310,1
REF03LP105_150003,20250311,1
REF03LP105_150003,20250312,1
RES02L0100_004901,20250307,1
RES02L0100_013201,20250307,1
RES02L0100_004901,20250310,1
RES02L0100_013201,20250310,1
RES02L0100_004901,20250311,1
RES02L0100_013201,20250311,1
RES02L0100_004901,20250312,1
RES02L0100_013201,20250312,1
RES05L0100_400005,20250307,1
RES05L0100_400005,20250310,1
RES05L0100_400005,20250311,1
RES05L0100_400005,20250312,1
TU201LV 08_500001,20250306,1
U1 07LV 01_201007,20250306,1
U1 07LV 01_201007,20250307,1
U1 07LV 01_201007,20250310,1
U1 07LV 01_201007,20250311,1
U1 07LV 01_201007,20250312,1
