service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2502, 0, 0, 0, 0, 0, 0, 0, 20241206, 20241206
2516, 0, 0, 0, 0, 0, 0, 0, 20240902, 20241231
2662, 0, 0, 0, 0, 0, 0, 0, 20240906, 20241227
2663, 0, 0, 0, 0, 0, 0, 0, 20240803, 20240831
2665, 0, 0, 0, 0, 0, 0, 0, 20241025, 20241025
2667, 0, 0, 0, 0, 0, 0, 0, 20241026, 20241026
2695, 0, 0, 0, 0, 0, 0, 0, 20241012, 20241012
2748, 0, 0, 0, 0, 0, 0, 0, 20241027, 20241027
