trip_id,start_time,end_time,headway_secs
935D2I,8:00:00,8:23:00,1380
935D2I,8:23:00,22:30:00,922
935D2V,8:00:00,8:25:00,1500
935D2V,8:25:00,22:25:00,928
935D0I,6:52:00,7:14:00,1320
935D0I,7:14:00,22:25:00,718
935D0V,6:30:00,6:50:00,1200
935D0V,6:50:00,22:15:00,711
935D1I,7:35:00,8:05:00,1800
935D1I,8:05:00,22:25:00,802
935D1V,7:10:00,7:40:00,1800
935D1V,7:40:00,9:01:00,972
935D1V,9:01:00,9:13:00,1440
935D1V,9:13:00,9:25:00,720
935D1V,9:25:00,22:25:00,790
1030D2I,8:05:00,8:22:00,1020
1030D2I,8:22:00,22:20:00,1169
1030D2V,7:40:00,8:00:00,1200
1030D2V,8:00:00,22:15:00,1165
1030D0I,7:20:00,7:35:00,900
1030D0I,7:35:00,22:15:00,1091
1030D0V,6:55:00,7:25:00,1800
1030D0V,7:25:00,22:10:00,1099
1030D1I,7:45:00,8:03:00,1080
1030D1I,8:03:00,22:20:00,936
1030D1V,7:20:00,7:40:00,1200
1030D1V,7:40:00,22:10:00,932
966D2I,7:30:00,8:12:00,2520
966D2I,8:12:00,22:20:00,924
966D2I,22:20:00,23:15:00,3300
966D2I,23:15:00,24:15:00,3600
966D2I,24:15:00,25:15:00,3600
966D2V,7:00:00,7:45:00,2700
966D2V,7:45:00,22:45:00,921
966D2V,22:45:00,23:45:00,3600
966D2V,23:45:00,24:45:00,3600
966D0I,6:35:00,7:03:00,1680
966D0I,7:03:00,7:42:00,1170
966D0I,7:42:00,19:12:00,714
966D0I,19:12:00,19:23:00,1380
966D0I,19:23:00,19:34:00,660
966D0I,19:34:00,22:35:00,711
966D0I,22:35:00,23:15:00,2400
966D0I,23:15:00,24:15:00,3600
966D0I,24:15:00,25:15:00,3600
966D0V,6:10:00,6:34:00,1440
966D0V,6:34:00,7:07:00,990
966D0V,7:07:00,8:54:00,713
966D0V,8:54:00,9:03:00,1080
966D0V,9:03:00,9:13:00,600
966D0V,9:13:00,22:07:00,726
966D0V,22:07:00,22:40:00,900
966D0V,22:40:00,23:45:00,3900
966D0V,23:45:00,24:45:00,3600
966D1I,7:07:00,7:34:00,1620
966D1I,7:34:00,8:42:00,1360
966D1I,8:42:00,23:15:00,818
966D1I,23:15:00,27:15:00,1800
966D1V,6:40:00,7:05:00,1500
966D1V,7:05:00,8:12:00,1340
966D1V,8:12:00,9:31:00,948
966D1V,9:31:00,9:43:00,1440
966D1V,9:43:00,9:55:00,720
966D1V,9:55:00,22:45:00,825
966D1V,22:45:00,26:45:00,1800
967D2I,8:00:00,8:35:00,2100
967D2I,8:35:00,9:25:00,1500
967D2I,9:25:00,23:00:00,1040
967D2I,23:00:00,25:20:00,2100
967D2V,7:30:00,8:05:00,2100
967D2V,8:05:00,8:53:00,1440
967D2V,8:53:00,19:27:00,1153
967D2V,19:27:00,19:42:00,1800
967D2V,19:42:00,19:56:00,840
967D2V,19:56:00,23:05:00,872
967D2V,23:05:00,25:25:00,2100
967D0I,6:00:00,6:40:00,2400
967D0I,6:40:00,7:14:00,1020
967D0I,7:14:00,19:18:00,462
967D0I,19:18:00,19:24:00,780
967D0I,19:24:00,19:30:00,360
967D0I,19:30:00,21:30:00,424
967D0I,21:30:00,22:25:00,1100
967D0I,22:25:00,23:00:00,2100
967D0I,23:00:00,25:20:00,2100
967D0V,6:30:00,6:45:00,900
967D0V,6:45:00,7:47:00,531
967D0V,7:47:00,7:54:00,840
967D0V,7:54:00,8:01:00,210
967D0V,8:01:00,8:16:00,900
967D0V,8:16:00,8:23:00,420
967D0V,8:23:00,8:59:00,540
967D0V,8:59:00,9:07:00,960
967D0V,9:07:00,9:15:00,480
967D0V,9:15:00,21:00:00,460
967D0V,21:00:00,23:05:00,1071
967D0V,23:05:00,25:25:00,2100
967D1I,7:05:00,7:35:00,1800
967D1I,7:35:00,8:21:00,1380
967D1I,8:21:00,23:00:00,1014
967D1I,23:00:00,27:05:00,2100
967D1V,6:35:00,7:45:00,4200
967D1V,7:45:00,8:15:00,1800
967D1V,8:15:00,21:20:00,1024
967D1V,21:20:00,21:35:00,1800
967D1V,21:35:00,21:50:00,900
967D1V,21:50:00,22:30:00,1200
967D1V,22:30:00,23:05:00,2100
967D1V,23:05:00,26:35:00,2100
1031D2I,7:00:00,7:40:00,2400
1031D2I,7:40:00,8:40:00,1800
1031D2I,8:40:00,19:51:00,959
1031D2I,19:51:00,20:05:00,1620
1031D2I,20:05:00,20:19:00,840
1031D2I,20:19:00,22:45:00,807
1031D2I,22:45:00,23:25:00,2400
1031D2I,23:25:00,24:10:00,2700
1031D2I,24:10:00,24:50:00,2400
1031D2I,24:50:00,25:35:00,2700
1031D2V,7:00:00,7:40:00,2400
1031D2V,7:40:00,8:45:00,1950
1031D2V,8:45:00,9:32:00,1410
1031D2V,9:32:00,9:47:00,1800
1031D2V,9:47:00,10:02:00,900
1031D2V,10:02:00,19:53:00,958
1031D2V,19:53:00,20:05:00,1440
1031D2V,20:05:00,20:17:00,720
1031D2V,20:17:00,22:45:00,787
1031D2V,22:45:00,23:30:00,2700
1031D2V,23:30:00,24:10:00,2400
1031D2V,24:10:00,24:55:00,2700
1031D2V,24:55:00,25:35:00,2400
1031D0I,6:00:00,6:30:00,1800
1031D0I,6:30:00,7:44:00,555
1031D0I,7:44:00,7:58:00,840
1031D0I,7:58:00,8:05:00,210
1031D0I,8:05:00,8:19:00,840
1031D0I,8:19:00,8:27:00,480
1031D0I,8:27:00,9:11:00,528
1031D0I,9:11:00,9:18:00,840
1031D0I,9:18:00,9:25:00,420
1031D0I,9:25:00,19:39:00,485
1031D0I,19:39:00,19:47:00,900
1031D0I,19:47:00,19:55:00,480
1031D0I,19:55:00,22:45:00,547
1031D0I,22:45:00,23:25:00,2400
1031D0I,23:25:00,24:10:00,2700
1031D0I,24:10:00,24:50:00,2400
1031D0I,24:50:00,25:35:00,2700
1031D0V,5:30:00,5:57:00,1620
1031D0V,5:57:00,6:56:00,1180
1031D0V,6:56:00,7:22:00,780
1031D0V,7:22:00,7:38:00,1440
1031D0V,7:38:00,7:54:00,1440
1031D0V,7:54:00,8:10:00,1440
1031D0V,8:10:00,8:18:00,960
1031D0V,8:18:00,8:26:00,480
1031D0V,8:26:00,19:47:00,486
1031D0V,19:47:00,19:55:00,960
1031D0V,19:55:00,20:04:00,540
1031D0V,20:04:00,22:30:00,548
1031D0V,22:30:00,22:50:00,1200
1031D0V,22:50:00,23:30:00,2400
1031D0V,23:30:00,24:10:00,2400
1031D0V,24:10:00,24:55:00,2700
1031D0V,24:55:00,25:35:00,2400
1031D1I,6:00:00,6:38:00,2280
1031D1I,6:38:00,7:36:00,1740
1031D1I,7:36:00,8:25:00,980
1031D1I,8:25:00,9:23:00,870
1031D1I,9:23:00,9:34:00,1320
1031D1I,9:34:00,9:45:00,660
1031D1I,9:45:00,21:24:00,777
1031D1I,21:24:00,21:36:00,1440
1031D1I,21:36:00,21:49:00,780
1031D1I,21:49:00,22:20:00,930
1031D1I,22:20:00,22:45:00,1500
1031D1I,22:45:00,23:25:00,2400
1031D1I,23:25:00,24:10:00,2700
1031D1I,24:10:00,24:50:00,2400
1031D1I,24:50:00,25:35:00,2700
1031D1I,25:35:00,26:15:00,2400
1031D1I,26:15:00,27:00:00,2700
1031D1V,6:00:00,6:42:00,2520
1031D1V,6:42:00,7:36:00,1620
1031D1V,7:36:00,21:22:00,787
1031D1V,21:22:00,21:35:00,1560
1031D1V,21:35:00,21:48:00,780
1031D1V,21:48:00,22:20:00,960
1031D1V,22:20:00,22:45:00,1500
1031D1V,22:45:00,23:30:00,2700
1031D1V,23:30:00,24:10:00,2400
1031D1V,24:10:00,24:55:00,2700
1031D1V,24:55:00,25:35:00,2400
1031D1V,25:35:00,26:20:00,2700
1031D1V,26:20:00,27:00:00,2400
1007D2I,6:30:00,7:10:00,2400
1007D2I,7:10:00,9:44:00,1155
1007D2I,9:44:00,10:14:00,1800
1007D2I,10:14:00,10:29:00,1800
1007D2I,10:29:00,10:44:00,900
1007D2I,10:44:00,22:15:00,1086
1007D2V,7:05:00,7:35:00,1800
1007D2V,7:35:00,22:10:00,1090
1007D0I,5:25:00,6:05:00,2400
1007D0I,6:05:00,6:51:00,1380
1007D0I,6:51:00,8:39:00,648
1007D0I,8:39:00,8:48:00,1080
1007D0I,8:48:00,8:56:00,240
1007D0I,8:56:00,9:12:00,960
1007D0I,9:12:00,9:21:00,540
1007D0I,9:21:00,22:20:00,622
1007D0V,6:05:00,6:25:00,1200
1007D0V,6:25:00,7:56:00,910
1007D0V,7:56:00,8:16:00,1200
1007D0V,8:16:00,8:26:00,1200
1007D0V,8:26:00,8:36:00,600
1007D0V,8:36:00,22:25:00,613
1007D1I,5:25:00,6:35:00,4200
1007D1I,6:35:00,7:16:00,2460
1007D1I,7:16:00,8:43:00,870
1007D1I,8:43:00,22:20:00,856
1007D1V,6:00:00,6:40:00,2400
1007D1V,6:40:00,8:00:00,1600
1007D1V,8:00:00,8:45:00,900
1007D1V,8:45:00,8:56:00,1320
1007D1V,8:56:00,9:07:00,660
1007D1V,9:07:00,21:33:00,861
1007D1V,21:33:00,22:20:00,1320
970D2I,3:45:00,4:19:00,2040
970D2I,4:19:00,5:44:00,1700
970D2I,5:44:00,22:15:00,870
970D2I,22:15:00,22:55:00,2400
970D2I,22:55:00,23:35:00,2400
970D2I,23:35:00,24:15:00,2400
970D2I,24:15:00,24:55:00,2400
970D2I,24:55:00,25:35:00,2400
970D2V,3:29:00,4:03:00,2040
970D2V,4:03:00,5:28:00,1700
970D2V,5:28:00,19:37:00,910
970D2V,19:37:00,19:49:00,1440
970D2V,19:49:00,20:01:00,720
970D2V,20:01:00,22:40:00,795
970D2V,22:40:00,23:15:00,2100
970D2V,23:15:00,23:55:00,2400
970D2V,23:55:00,24:35:00,2400
970D2V,24:35:00,25:15:00,2400
970D2V,25:15:00,25:55:00,2400
970D0I,3:44:00,4:01:00,1020
970D0I,4:01:00,22:15:00,773
970D0I,22:15:00,22:55:00,2400
970D0I,22:55:00,23:35:00,2400
970D0I,23:35:00,24:15:00,2400
970D0I,24:15:00,24:55:00,2400
970D0I,24:55:00,25:35:00,2400
970D0V,3:28:00,3:45:00,1020
970D0V,3:45:00,19:46:00,812
970D0V,19:46:00,19:56:00,1200
970D0V,19:56:00,20:06:00,600
970D0V,20:06:00,22:25:00,642
970D0V,22:25:00,23:15:00,900
970D0V,23:15:00,23:55:00,2400
970D0V,23:55:00,24:35:00,2400
970D0V,24:35:00,25:15:00,2400
970D0V,25:15:00,25:55:00,2400
970D1I,3:44:00,4:01:00,1020
970D1I,4:01:00,22:55:00,957
970D1I,22:55:00,23:35:00,2400
970D1I,23:35:00,24:15:00,2400
970D1I,24:15:00,24:55:00,2400
970D1I,24:55:00,25:35:00,2400
970D1I,25:35:00,26:15:00,2400
970D1I,26:15:00,27:00:00,2700
970D1V,3:28:00,3:45:00,1020
970D1V,3:45:00,22:40:00,959
970D1V,22:40:00,23:15:00,2100
970D1V,23:15:00,23:55:00,2400
970D1V,23:55:00,24:35:00,2400
970D1V,24:35:00,25:15:00,2400
970D1V,25:15:00,25:55:00,2400
970D1V,25:55:00,26:35:00,2400
970D1V,26:35:00,27:15:00,2400
963D2I,8:00:00,25:30:00,1189
963D2V,7:30:00,26:00:00,1189
962D0I,12:10:00,15:37:00,828
962D0V,7:33:00,9:06:00,797
963D0I,7:05:00,25:30:00,947
963D0V,6:30:00,26:00:00,989
963D1I,7:30:00,27:30:00,1143
963D1V,7:00:00,27:00:00,1125
996D2I,7:33:00,8:08:00,2100
996D2I,8:08:00,9:02:00,1620
996D2I,9:02:00,22:13:00,1247
996D2V,7:15:00,7:50:00,2100
996D2V,7:50:00,8:44:00,1620
996D2V,8:44:00,22:30:00,1249
996D0I,6:35:00,7:10:00,2100
996D0I,7:10:00,8:26:00,1520
996D0I,8:26:00,22:25:00,1005
996D0V,6:20:00,6:55:00,2100
996D0V,6:55:00,22:10:00,1011
996D1I,6:48:00,7:23:00,2100
996D1I,7:23:00,8:21:00,1740
996D1I,8:21:00,8:35:00,840
996D1I,8:35:00,21:26:00,873
996D1I,21:26:00,22:25:00,1200
996D1V,6:30:00,7:05:00,2100
996D1V,7:05:00,8:00:00,1650
996D1V,8:00:00,22:25:00,891
651D2I,8:13:00,8:51:00,2280
651D2I,8:51:00,22:20:00,1271
651D2V,8:00:00,8:31:00,1860
651D2V,8:31:00,22:20:00,1269
651D0I,7:00:00,7:45:00,2700
651D0I,7:45:00,22:15:00,1000
651D0V,6:45:00,7:25:00,2400
651D0V,7:25:00,22:15:00,986
651D1I,7:17:00,7:54:00,2220
651D1I,7:54:00,8:36:00,1260
651D1I,8:36:00,21:52:00,901
651D1I,21:52:00,22:15:00,1380
651D1V,7:00:00,7:35:00,2100
651D1V,7:35:00,8:14:00,1170
651D1V,8:14:00,22:15:00,909
1041D2I,7:20:00,8:03:00,2580
1041D2I,8:03:00,23:00:00,982
1041D2I,23:00:00,23:50:00,3000
1041D2I,23:50:00,24:40:00,3000
1041D2I,24:40:00,25:30:00,3000
1041D2V,7:00:00,7:44:00,2640
1041D2V,7:44:00,19:23:00,1023
1041D2V,19:23:00,19:37:00,1680
1041D2V,19:37:00,19:50:00,780
1041D2V,19:50:00,22:40:00,840
1041D2V,22:40:00,23:30:00,3000
1041D2V,23:30:00,24:20:00,3000
1041D2V,24:20:00,25:10:00,3000
1041D0I,6:15:00,6:48:00,1980
1041D0I,6:48:00,8:51:00,568
1041D0I,8:51:00,15:33:00,492
1041D0I,15:33:00,19:26:00,635
1041D0I,19:26:00,19:35:00,1080
1041D0I,19:35:00,19:44:00,540
1041D0I,19:44:00,22:00:00,628
1041D0I,22:00:00,22:15:00,900
1041D0I,22:15:00,23:00:00,2700
1041D0I,23:00:00,23:50:00,3000
1041D0I,23:50:00,24:40:00,3000
1041D0I,24:40:00,25:30:00,3000
1041D0V,6:00:00,6:30:00,1800
1041D0V,6:30:00,8:01:00,607
1041D0V,8:01:00,8:09:00,960
1041D0V,8:09:00,8:16:00,210
1041D0V,8:16:00,8:31:00,900
1041D0V,8:31:00,8:39:00,480
1041D0V,8:39:00,15:06:00,494
1041D0V,15:06:00,22:40:00,652
1041D0V,22:40:00,23:30:00,3000
1041D0V,23:30:00,24:20:00,3000
1041D0V,24:20:00,25:10:00,3000
1041D1I,7:05:00,7:27:00,1320
1041D1I,7:27:00,8:22:00,1100
1041D1I,8:22:00,23:25:00,797
1041D1I,23:25:00,27:00:00,1463
1041D1V,6:45:00,7:08:00,1380
1041D1V,7:08:00,8:24:00,1140
1041D1V,8:24:00,20:56:00,820
1041D1V,20:56:00,21:07:00,1260
1041D1V,21:07:00,21:17:00,600
1041D1V,21:17:00,23:05:00,810
1041D1V,23:05:00,26:40:00,1463
993D2I,4:30:00,5:24:00,3240
993D2I,5:24:00,6:48:00,2520
993D2I,6:48:00,8:02:00,1480
993D2I,8:02:00,9:31:00,1068
993D2I,9:31:00,9:42:00,1320
993D2I,9:42:00,9:53:00,660
993D2I,9:53:00,22:35:00,762
993D2I,22:35:00,22:55:00,1200
993D2I,22:55:00,23:40:00,2700
993D2I,23:40:00,24:40:00,3600
993D2I,24:40:00,25:40:00,3600
993D2V,5:00:00,5:55:00,3300
993D2V,5:55:00,7:20:00,2550
993D2V,7:20:00,8:06:00,1380
993D2V,8:06:00,9:47:00,1010
993D2V,9:47:00,9:58:00,1320
993D2V,9:58:00,10:09:00,660
993D2V,10:09:00,20:13:00,771
993D2V,20:13:00,20:26:00,1500
993D2V,20:26:00,20:39:00,780
993D2V,20:39:00,22:25:00,763
993D2V,22:25:00,23:15:00,3000
993D2V,23:15:00,24:15:00,3600
993D2V,24:15:00,25:15:00,3600
993D2V,25:15:00,26:10:00,3300
993D0I,4:30:00,4:55:00,1500
993D0I,4:55:00,6:05:00,1400
993D0I,6:05:00,7:51:00,578
993D0I,7:51:00,22:33:00,404
993D0I,22:33:00,22:45:00,720
993D0I,22:45:00,23:40:00,3300
993D0I,23:40:00,24:40:00,3600
993D0I,24:40:00,25:40:00,3600
993D0V,4:30:00,5:00:00,1800
993D0V,5:00:00,5:40:00,1200
993D0V,5:40:00,6:29:00,980
993D0V,6:29:00,6:38:00,1080
993D0V,6:38:00,6:46:00,240
993D0V,6:46:00,7:00:00,840
993D0V,7:00:00,7:07:00,420
993D0V,7:07:00,7:32:00,500
993D0V,7:32:00,7:45:00,1140
993D0V,7:45:00,7:52:00,840
993D0V,7:52:00,7:59:00,420
993D0V,7:59:00,8:12:00,780
993D0V,8:12:00,8:18:00,780
993D0V,8:18:00,8:24:00,180
993D0V,8:24:00,8:37:00,780
993D0V,8:37:00,8:43:00,360
993D0V,8:43:00,20:12:00,398
993D0V,20:12:00,20:18:00,360
993D0V,20:18:00,20:24:00,1140
993D0V,20:24:00,20:30:00,360
993D0V,20:30:00,21:58:00,406
993D0V,21:58:00,22:45:00,705
993D0V,22:45:00,23:15:00,1800
993D0V,23:15:00,24:15:00,3600
993D0V,24:15:00,25:15:00,3600
993D0V,25:15:00,26:10:00,3300
993D1I,4:30:00,4:59:00,1740
993D1I,4:59:00,7:43:00,1640
993D1I,7:43:00,8:23:00,800
993D1I,8:23:00,21:19:00,656
993D1I,21:19:00,21:28:00,1140
993D1I,21:28:00,21:37:00,540
993D1I,21:37:00,22:45:00,583
993D1I,22:45:00,23:10:00,1500
993D1I,23:10:00,27:30:00,1740
993D1V,4:30:00,5:00:00,1800
993D1V,5:00:00,7:16:00,1632
993D1V,7:16:00,8:39:00,996
993D1V,8:39:00,8:49:00,1200
993D1V,8:49:00,8:59:00,600
993D1V,8:59:00,21:18:00,662
993D1V,21:18:00,21:27:00,1020
993D1V,21:27:00,21:36:00,540
993D1V,21:36:00,22:45:00,690
993D1V,22:45:00,23:15:00,1800
993D1V,23:15:00,27:05:00,1731
185D2I,4:10:00,5:02:00,3120
185D2I,5:02:00,7:16:00,2680
185D2I,7:16:00,7:58:00,1260
185D2I,7:58:00,22:45:00,717
185D2I,22:45:00,23:40:00,3300
185D2I,23:40:00,24:40:00,3600
185D2I,24:40:00,25:40:00,3600
185D2V,4:40:00,5:32:00,3120
185D2V,5:32:00,6:51:00,2370
185D2V,6:51:00,7:33:00,1260
185D2V,7:33:00,10:44:00,819
185D2V,10:44:00,10:55:00,1320
185D2V,10:55:00,11:06:00,660
185D2V,11:06:00,18:05:00,762
185D2V,18:05:00,18:16:00,1320
185D2V,18:16:00,18:28:00,720
185D2V,18:28:00,22:40:00,687
185D2V,22:40:00,23:15:00,2100
185D2V,23:15:00,24:15:00,3600
185D2V,24:15:00,25:15:00,3600
185D2V,25:15:00,26:10:00,3300
185D0I,4:10:00,5:00:00,3000
185D0I,5:00:00,6:06:00,1980
185D0I,6:06:00,7:17:00,710
185D0I,7:17:00,20:56:00,400
185D0I,20:56:00,22:45:00,594
185D0I,22:45:00,23:40:00,3300
185D0I,23:40:00,24:40:00,3600
185D0I,24:40:00,25:40:00,3600
185D0V,4:35:00,5:25:00,3000
185D0V,5:25:00,6:43:00,936
185D0V,6:43:00,6:53:00,1200
185D0V,6:53:00,7:01:00,240
185D0V,7:01:00,7:15:00,840
185D0V,7:15:00,7:22:00,420
185D0V,7:22:00,7:35:00,780
185D0V,7:35:00,7:48:00,1140
185D0V,7:48:00,7:55:00,780
185D0V,7:55:00,8:01:00,180
185D0V,8:01:00,8:14:00,780
185D0V,8:14:00,8:20:00,360
185D0V,8:20:00,8:32:00,720
185D0V,8:32:00,8:39:00,420
185D0V,8:39:00,8:45:00,1140
185D0V,8:45:00,8:51:00,360
185D0V,8:51:00,13:13:00,393
185D0V,13:13:00,13:19:00,720
185D0V,13:19:00,13:25:00,360
185D0V,13:25:00,20:14:00,402
185D0V,20:14:00,20:22:00,900
185D0V,20:22:00,20:30:00,480
185D0V,20:30:00,22:35:00,625
185D0V,22:35:00,23:15:00,1200
185D0V,23:15:00,24:15:00,3600
185D0V,24:15:00,25:15:00,3600
185D0V,25:15:00,26:10:00,3300
185D1I,4:10:00,5:02:00,3120
185D1I,5:02:00,6:23:00,2430
185D1I,6:23:00,7:08:00,1350
185D1I,7:08:00,9:05:00,878
185D1I,9:05:00,9:15:00,1140
185D1I,9:15:00,9:24:00,540
185D1I,9:24:00,23:10:00,679
185D1I,23:10:00,27:30:00,1740
185D1V,4:40:00,5:32:00,3120
185D1V,5:32:00,7:12:00,1500
185D1V,7:12:00,8:06:00,1080
185D1V,8:06:00,8:18:00,1440
185D1V,8:18:00,8:30:00,720
185D1V,8:30:00,8:52:00,1320
185D1V,8:52:00,9:03:00,1320
185D1V,9:03:00,9:13:00,600
185D1V,9:13:00,22:45:00,677
185D1V,22:45:00,23:15:00,1800
185D1V,23:15:00,27:05:00,1731
997D2I,6:55:00,7:34:00,2340
997D2I,7:34:00,17:03:00,1138
997D2I,17:03:00,17:18:00,1800
997D2I,17:18:00,17:34:00,960
997D2I,17:34:00,20:08:00,1027
997D2I,20:08:00,20:21:00,1560
997D2I,20:21:00,20:34:00,780
997D2I,20:34:00,22:20:00,789
997D2I,22:20:00,23:00:00,2400
997D2I,23:00:00,23:40:00,2400
997D2I,23:40:00,24:20:00,2400
997D2I,24:20:00,25:00:00,2400
997D2I,25:00:00,25:40:00,2400
997D2V,6:20:00,6:58:00,2280
997D2V,6:58:00,7:57:00,1770
997D2V,7:57:00,22:20:00,1018
997D2V,22:20:00,23:00:00,2400
997D2V,23:00:00,23:40:00,2400
997D2V,23:40:00,24:20:00,2400
997D2V,24:20:00,25:00:00,2400
997D2V,25:00:00,25:40:00,2400
997D0I,6:40:00,7:00:00,1200
997D0I,7:00:00,7:28:00,840
997D0I,7:28:00,16:04:00,584
997D0I,16:04:00,20:12:00,827
997D0I,20:12:00,20:22:00,1200
997D0I,20:22:00,20:32:00,600
997D0I,20:32:00,23:00:00,753
997D0I,23:00:00,23:40:00,2400
997D0I,23:40:00,24:20:00,2400
997D0I,24:20:00,25:00:00,2400
997D0I,25:00:00,25:40:00,2400
997D0V,6:00:00,6:20:00,1200
997D0V,6:20:00,7:30:00,700
997D0V,7:30:00,7:39:00,1080
997D0V,7:39:00,7:48:00,540
997D0V,7:48:00,8:28:00,600
997D0V,8:28:00,8:36:00,960
997D0V,8:36:00,8:44:00,480
997D0V,8:44:00,9:00:00,960
997D0V,9:00:00,9:08:00,960
997D0V,9:08:00,9:17:00,540
997D0V,9:17:00,17:39:00,641
997D0V,17:39:00,20:01:00,852
997D0V,20:01:00,20:11:00,1200
997D0V,20:11:00,20:21:00,600
997D0V,20:21:00,23:00:00,620
997D0V,23:00:00,23:40:00,2400
997D0V,23:40:00,24:20:00,2400
997D0V,24:20:00,25:00:00,2400
997D0V,25:00:00,25:40:00,2400
997D1I,6:50:00,7:10:00,1200
997D1I,7:10:00,17:57:00,947
997D1I,17:57:00,18:10:00,1560
997D1I,18:10:00,18:23:00,780
997D1I,18:23:00,20:55:00,912
997D1I,20:55:00,21:07:00,1500
997D1I,21:07:00,21:19:00,720
997D1I,21:19:00,21:43:00,1440
997D1I,21:43:00,21:55:00,1440
997D1I,21:55:00,22:10:00,900
997D1I,22:10:00,23:00:00,900
997D1I,23:00:00,23:40:00,2400
997D1I,23:40:00,24:20:00,2400
997D1I,24:20:00,25:00:00,2400
997D1I,25:00:00,25:40:00,2400
997D1I,25:40:00,26:20:00,2400
997D1I,26:20:00,27:00:00,2400
997D1V,6:15:00,6:35:00,1200
997D1V,6:35:00,9:11:00,1040
997D1V,9:11:00,9:24:00,1560
997D1V,9:24:00,9:38:00,840
997D1V,9:38:00,23:00:00,885
997D1V,23:00:00,23:40:00,2400
997D1V,23:40:00,24:20:00,2400
997D1V,24:20:00,25:00:00,2400
997D1V,25:00:00,25:40:00,2400
997D1V,25:40:00,26:20:00,2400
997D1V,26:20:00,27:00:00,2400
995D2I,8:25:00,8:41:00,960
995D2I,8:41:00,22:45:00,983
995D2I,22:45:00,23:40:00,3300
995D2I,23:40:00,24:30:00,3000
995D2I,24:30:00,25:20:00,3000
995D2V,8:00:00,8:17:00,1020
995D2V,8:17:00,19:49:00,1065
995D2V,19:49:00,20:03:00,1680
995D2V,20:03:00,20:17:00,840
995D2V,20:17:00,22:15:00,773
995D2V,22:15:00,23:10:00,3300
995D2V,23:10:00,24:05:00,3300
995D2V,24:05:00,24:55:00,3000
995D2V,24:55:00,25:45:00,3000
995D0I,6:55:00,7:22:00,1620
995D0I,7:22:00,8:06:00,1320
995D0I,8:06:00,21:55:00,921
995D0I,21:55:00,22:45:00,1200
995D0I,22:45:00,23:40:00,3300
995D0I,23:40:00,24:30:00,3000
995D0I,24:30:00,25:20:00,3000
995D0V,6:30:00,6:55:00,1500
995D0V,6:55:00,7:36:00,1230
995D0V,7:36:00,22:20:00,909
995D0V,22:20:00,23:10:00,3000
995D0V,23:10:00,24:05:00,3300
995D0V,24:05:00,24:55:00,3000
995D0V,24:55:00,25:45:00,3000
995D1I,7:20:00,7:50:00,1800
995D1I,7:50:00,22:45:00,829
995D1I,22:45:00,23:40:00,3300
995D1I,23:40:00,24:30:00,3000
995D1I,24:30:00,25:20:00,3000
995D1I,25:20:00,26:10:00,3000
995D1I,26:10:00,27:00:00,3000
995D1V,7:00:00,7:45:00,2700
995D1V,7:45:00,22:20:00,822
995D1V,22:20:00,23:10:00,3000
995D1V,23:10:00,24:05:00,3300
995D1V,24:05:00,24:55:00,3000
995D1V,24:55:00,25:45:00,3000
995D1V,25:45:00,26:35:00,3000
995D1V,26:35:00,27:25:00,3000
873D2I,7:00:00,7:35:00,2100
873D2I,7:35:00,8:22:00,1410
873D2I,8:22:00,22:20:00,1099
873D2V,7:00:00,7:32:00,1920
873D2V,7:32:00,8:21:00,1470
873D2V,8:21:00,21:50:00,1103
873D2V,21:50:00,22:20:00,1800
873D0I,6:30:00,6:52:00,1320
873D0I,6:52:00,8:40:00,1080
873D0I,8:40:00,8:55:00,1800
873D0I,8:55:00,9:10:00,900
873D0I,9:10:00,22:25:00,1008
873D0V,6:30:00,6:46:00,960
873D0V,6:46:00,22:20:00,974
873D1I,7:00:00,7:33:00,1980
873D1I,7:33:00,21:05:00,955
873D1I,21:05:00,22:20:00,1500
873D1V,7:00:00,7:35:00,2100
873D1V,7:35:00,8:20:00,1350
873D1V,8:20:00,21:45:00,947
873D1V,21:45:00,22:15:00,1800
1046D2I,5:03:00,5:43:00,2400
1046D2I,5:43:00,8:17:00,2310
1046D2I,8:17:00,9:33:00,1520
1046D2I,9:33:00,9:50:00,2040
1046D2I,9:50:00,10:08:00,1080
1046D2I,10:08:00,22:25:00,1109
1046D2V,5:38:00,6:22:00,2640
1046D2V,6:22:00,7:31:00,2070
1046D2V,7:31:00,22:20:00,1112
1046D0I,4:30:00,4:57:00,1620
1046D0I,4:57:00,6:04:00,1340
1046D0I,6:04:00,7:21:00,770
1046D0I,7:21:00,7:29:00,960
1046D0I,7:29:00,7:38:00,270
1046D0I,7:38:00,7:55:00,1020
1046D0I,7:55:00,8:03:00,480
1046D0I,8:03:00,8:19:00,960
1046D0I,8:19:00,8:27:00,960
1046D0I,8:27:00,8:35:00,480
1046D0I,8:35:00,22:25:00,477
1046D0V,5:05:00,5:32:00,1620
1046D0V,5:32:00,6:13:00,1230
1046D0V,6:13:00,7:07:00,810
1046D0V,7:07:00,7:16:00,1140
1046D0V,7:16:00,7:24:00,480
1046D0V,7:24:00,7:46:00,660
1046D0V,7:46:00,8:00:00,1260
1046D0V,8:00:00,8:07:00,840
1046D0V,8:07:00,8:14:00,420
1046D0V,8:14:00,8:29:00,900
1046D0V,8:29:00,8:37:00,960
1046D0V,8:37:00,8:45:00,480
1046D0V,8:45:00,21:44:00,482
