trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
2567827,06:34:00,06:34:00,30,0,1
2567827,06:36:00,06:36:00,31,1,1
2567827,06:38:00,06:38:00,32,2,1
2567827,06:42:00,06:42:00,33,3,1
2567827,06:47:00,06:47:00,50,4,1
2567827,06:49:00,06:49:00,49,5,1
2567827,06:51:00,06:51:00,48,6,1
2567827,06:55:00,06:55:00,47,7,1
2567827,06:57:00,06:57:00,46,8,1
2567827,07:00:00,07:00:00,45,9,1
2567827,07:05:00,07:05:00,44,10,1
2567827,07:09:00,07:09:00,43,11,1
2567827,07:12:00,07:12:00,42,12,1
2567827,07:17:00,07:17:00,41,13,1
2567827,07:20:00,07:20:00,40,14,1
2567827,07:24:00,07:24:00,39,15,1
2567827,07:27:00,07:27:00,38,16,1
2567827,07:30:00,07:30:00,37,17,1
2567827,07:33:00,07:33:00,36,18,1
2567827,07:38:00,07:38:00,35,19,1
2567828,06:57:00,06:57:00,55,0,1
2567828,06:59:00,06:59:00,54,1,1
2567828,07:00:00,07:00:00,53,2,1
2567828,07:02:00,07:02:00,52,3,1
2567828,07:04:00,07:04:00,17,4,1
2567828,07:05:00,07:05:00,51,5,1
2567828,07:07:00,07:07:00,25,6,1
2567828,07:09:00,07:09:00,26,7,1
2567828,07:11:00,07:11:00,27,8,1
2567828,07:12:00,07:12:00,28,9,1
2567828,07:14:00,07:14:00,30,10,1
2567828,07:16:00,07:16:00,31,11,1
2567828,07:18:00,07:18:00,32,12,1
2567828,07:24:00,07:24:00,33,13,1
2567828,07:27:00,07:27:00,50,14,1
2567828,07:29:00,07:29:00,49,15,1
2567828,07:31:00,07:31:00,48,16,1
2567828,07:35:00,07:35:00,47,17,1
2567828,07:37:00,07:37:00,46,18,1
2567828,07:40:00,07:40:00,45,19,1
2567828,07:45:00,07:45:00,44,20,1
2567828,07:49:00,07:49:00,43,21,1
2567828,07:52:00,07:52:00,42,22,1
2567828,07:57:00,07:57:00,41,23,1
2567828,08:00:00,08:00:00,40,24,1
2567828,08:04:00,08:04:00,39,25,1
2567828,08:07:00,08:07:00,38,26,1
2567828,08:10:00,08:10:00,37,27,1
2567828,08:13:00,08:13:00,36,28,1
2567828,08:18:00,08:18:00,35,29,1
2567829,07:54:00,07:54:00,30,0,1
2567829,07:56:00,07:56:00,31,1,1
2567829,07:58:00,07:58:00,32,2,1
2567829,08:02:00,08:02:00,33,3,1
2567830,07:36:00,07:36:00,107,0,1
2567830,07:38:00,07:38:00,80,1,1
2567830,07:42:00,07:42:00,79,2,1
2567830,07:45:00,07:45:00,78,3,1
2567830,07:46:00,07:46:00,77,4,1
2567830,07:48:00,07:48:00,76,5,1
2567830,07:50:00,07:50:00,75,6,1
2567830,07:52:00,07:52:00,74,7,1
2567830,07:54:00,07:54:00,73,8,1
2567830,07:55:00,07:55:00,72,9,1
2567830,07:57:00,07:57:00,55,10,1
2567830,07:59:00,07:59:00,54,11,1
2567830,08:00:00,08:00:00,53,12,1
2567830,08:02:00,08:02:00,52,13,1
2567830,08:04:00,08:04:00,17,14,1
2567830,08:05:00,08:05:00,51,15,1
2567830,08:07:00,08:07:00,25,16,1
2567830,08:09:00,08:09:00,26,17,1
2567830,08:11:00,08:11:00,27,18,1
2567830,08:12:00,08:12:00,28,19,1
2567830,08:14:00,08:14:00,30,20,1
2567830,08:16:00,08:16:00,31,21,1
2567830,08:18:00,08:18:00,32,22,1
2567830,08:24:00,08:24:00,33,23,1
2567830,08:27:00,08:27:00,50,24,1
2567830,08:29:00,08:29:00,49,25,1
2567830,08:31:00,08:31:00,48,26,1
2567830,08:35:00,08:35:00,47,27,1
2567830,08:37:00,08:37:00,46,28,1
2567830,08:40:00,08:40:00,45,29,1
2567830,08:45:00,08:45:00,44,30,1
2567830,08:49:00,08:49:00,43,31,1
2567830,08:52:00,08:52:00,42,32,1
2567830,08:57:00,08:57:00,41,33,1
2567830,09:00:00,09:00:00,40,34,1
2567830,09:04:00,09:04:00,39,35,1
2567830,09:07:00,09:07:00,38,36,1
2567830,09:10:00,09:10:00,37,37,1
2567830,09:13:00,09:13:00,36,38,1
2567830,09:18:00,09:18:00,35,39,1
2567831,08:16:00,08:16:00,107,0,1
2567831,08:18:00,08:18:00,80,1,1
2567831,08:22:00,08:22:00,79,2,1
2567831,08:25:00,08:25:00,78,3,1
2567831,08:26:00,08:26:00,77,4,1
2567831,08:28:00,08:28:00,76,5,1
2567831,08:30:00,08:30:00,75,6,1
2567831,08:32:00,08:32:00,74,7,1
2567831,08:34:00,08:34:00,73,8,1
2567831,08:35:00,08:35:00,72,9,1
2567831,08:37:00,08:37:00,55,10,1
2567831,08:39:00,08:39:00,54,11,1
2567831,08:40:00,08:40:00,53,12,1
2567831,08:42:00,08:42:00,52,13,1
2567831,08:44:00,08:44:00,17,14,1
2567831,08:45:00,08:45:00,51,15,1
2567831,08:47:00,08:47:00,25,16,1
2567831,08:49:00,08:49:00,26,17,1
2567831,08:51:00,08:51:00,27,18,1
2567831,08:52:00,08:52:00,28,19,1
2567831,08:54:00,08:54:00,30,20,1
2567831,08:56:00,08:56:00,31,21,1
2567831,08:58:00,08:58:00,32,22,1
2567831,09:02:00,09:02:00,33,23,1
2567832,09:07:00,09:07:00,30,0,1
2567832,09:09:00,09:09:00,31,1,1
2567832,09:11:00,09:11:00,32,2,1
2567832,09:15:00,09:15:00,33,3,1
2567833,08:45:00,08:45:00,78,0,1
2567833,08:46:00,08:46:00,77,1,1
2567833,08:48:00,08:48:00,76,2,1
2567833,08:50:00,08:50:00,75,3,1
2567833,08:52:00,08:52:00,74,4,1
2567833,08:54:00,08:54:00,73,5,1
2567833,08:55:00,08:55:00,72,6,1
2567833,08:57:00,08:57:00,55,7,1
2567833,08:59:00,08:59:00,54,8,1
2567833,09:00:00,09:00:00,53,9,1
2567833,09:02:00,09:02:00,52,10,1
2567833,09:04:00,09:04:00,17,11,1
2567833,09:05:00,09:05:00,51,12,1
2567833,09:07:00,09:07:00,25,13,1
2567833,09:09:00,09:09:00,26,14,1
2567833,09:11:00,09:11:00,27,15,1
2567833,09:12:00,09:12:00,28,16,1
2567833,09:14:00,09:14:00,30,17,1
2567833,09:16:00,09:16:00,31,18,1
2567833,09:18:00,09:18:00,32,19,1
2567833,09:24:00,09:24:00,33,20,1
2567833,09:27:00,09:27:00,50,21,1
2567833,09:29:00,09:29:00,49,22,1
2567833,09:31:00,09:31:00,48,23,1
2567833,09:35:00,09:35:00,47,24,1
2567833,09:37:00,09:37:00,46,25,1
2567833,09:40:00,09:40:00,45,26,1
2567833,09:45:00,09:45:00,44,27,1
2567833,09:49:00,09:49:00,43,28,1
2567833,09:52:00,09:52:00,42,29,1
2567833,09:57:00,09:57:00,41,30,1
2567833,10:00:00,10:00:00,40,31,1
2567833,10:04:00,10:04:00,39,32,1
2567833,10:07:00,10:07:00,38,33,1
2567833,10:10:00,10:10:00,37,34,1
2567833,10:13:00,10:13:00,36,35,1
2567833,10:18:00,10:18:00,35,36,1
2567834,08:56:00,08:56:00,107,0,1
2567834,08:58:00,08:58:00,80,1,1
2567834,09:02:00,09:02:00,79,2,1
2567834,09:05:00,09:05:00,78,3,1
2567834,09:06:00,09:06:00,77,4,1
2567834,09:08:00,09:08:00,76,5,1
2567834,09:10:00,09:10:00,75,6,1
2567834,09:12:00,09:12:00,74,7,1
2567834,09:14:00,09:14:00,73,8,1
2567834,09:15:00,09:15:00,72,9,1
2567834,09:17:00,09:17:00,55,10,1
2567834,09:19:00,09:19:00,54,11,1
2567834,09:20:00,09:20:00,53,12,1
2567834,09:22:00,09:22:00,52,13,1
2567834,09:24:00,09:24:00,17,14,1
2567834,09:25:00,09:25:00,51,15,1
2567834,09:27:00,09:27:00,25,16,1
2567834,09:29:00,09:29:00,26,17,1
2567834,09:31:00,09:31:00,27,18,1
2567834,09:32:00,09:32:00,28,19,1
2567834,09:34:00,09:34:00,30,20,1
2567834,09:36:00,09:36:00,31,21,1
2567834,09:38:00,09:38:00,32,22,1
2567834,09:42:00,09:42:00,33,23,1
2567835,10:07:00,10:07:00,30,0,1
2567835,10:09:00,10:09:00,31,1,1
2567835,10:11:00,10:11:00,32,2,1
2567835,10:15:00,10:15:00,33,3,1
2567836,09:36:00,09:36:00,107,0,1
2567836,09:38:00,09:38:00,80,1,1
2567836,09:42:00,09:42:00,79,2,1
2567836,09:45:00,09:45:00,78,3,1
2567836,09:46:00,09:46:00,77,4,1
2567836,09:48:00,09:48:00,76,5,1
2567836,09:50:00,09:50:00,75,6,1
2567836,09:52:00,09:52:00,74,7,1
2567836,09:54:00,09:54:00,73,8,1
2567836,09:55:00,09:55:00,72,9,1
2567836,09:57:00,09:57:00,55,10,1
2567836,09:59:00,09:59:00,54,11,1
2567836,10:00:00,10:00:00,53,12,1
2567836,10:02:00,10:02:00,52,13,1
2567836,10:04:00,10:04:00,17,14,1
2567836,10:05:00,10:05:00,51,15,1
2567836,10:07:00,10:07:00,25,16,1
2567836,10:09:00,10:09:00,26,17,1
2567836,10:11:00,10:11:00,27,18,1
2567836,10:12:00,10:12:00,28,19,1
2567836,10:14:00,10:14:00,30,20,1
2567836,10:16:00,10:16:00,31,21,1
2567836,10:18:00,10:18:00,32,22,1
2567836,10:24:00,10:24:00,33,23,1
2567836,10:27:00,10:27:00,50,24,1
2567836,10:29:00,10:29:00,49,25,1
2567836,10:31:00,10:31:00,48,26,1
2567836,10:35:00,10:35:00,47,27,1
2567836,10:37:00,10:37:00,46,28,1
2567836,10:40:00,10:40:00,45,29,1
2567836,10:45:00,10:45:00,44,30,1
2567836,10:49:00,10:49:00,43,31,1
2567836,10:52:00,10:52:00,42,32,1
2567836,10:57:00,10:57:00,41,33,1
2567836,11:00:00,11:00:00,40,34,1
2567836,11:04:00,11:04:00,39,35,1
2567836,11:07:00,11:07:00,38,36,1
2567836,11:10:00,11:10:00,37,37,1
2567836,11:13:00,11:13:00,36,38,1
2567836,11:18:00,11:18:00,35,39,1
2567837,10:05:00,10:05:00,78,0,1
2567837,10:06:00,10:06:00,77,1,1
2567837,10:08:00,10:08:00,76,2,1
2567837,10:10:00,10:10:00,75,3,1
2567837,10:12:00,10:12:00,74,4,1
2567837,10:14:00,10:14:00,73,5,1
2567837,10:15:00,10:15:00,72,6,1
2567837,10:17:00,10:17:00,55,7,1
2567837,10:19:00,10:19:00,54,8,1
2567837,10:20:00,10:20:00,53,9,1
2567837,10:22:00,10:22:00,52,10,1
2567837,10:24:00,10:24:00,17,11,1
2567837,10:25:00,10:25:00,51,12,1
2567837,10:27:00,10:27:00,25,13,1
2567837,10:29:00,10:29:00,26,14,1
2567837,10:31:00,10:31:00,27,15,1
2567837,10:32:00,10:32:00,28,16,1
2567837,10:34:00,10:34:00,30,17,1
2567837,10:36:00,10:36:00,31,18,1
2567837,10:38:00,10:38:00,32,19,1
2567837,10:42:00,10:42:00,33,20,1
2567838,10:16:00,10:16:00,107,0,1
2567838,10:18:00,10:18:00,80,1,1
2567838,10:22:00,10:22:00,79,2,1
2567838,10:25:00,10:25:00,78,3,1
2567838,10:26:00,10:26:00,77,4,1
2567838,10:28:00,10:28:00,76,5,1
2567838,10:30:00,10:30:00,75,6,1
2567838,10:32:00,10:32:00,74,7,1
2567838,10:34:00,10:34:00,73,8,1
2567838,10:35:00,10:35:00,72,9,1
2567838,10:37:00,10:37:00,55,10,1
2567838,10:39:00,10:39:00,54,11,1
2567838,10:40:00,10:40:00,53,12,1
2567838,10:42:00,10:42:00,52,13,1
2567838,10:44:00,10:44:00,17,14,1
2567838,10:45:00,10:45:00,51,15,1
2567838,10:47:00,10:47:00,25,16,1
2567838,10:49:00,10:49:00,26,17,1
2567838,10:51:00,10:51:00,27,18,1
2567838,10:52:00,10:52:00,28,19,1
2567838,10:54:00,10:54:00,30,20,1
2567838,10:56:00,10:56:00,31,21,1
2567838,10:58:00,10:58:00,32,22,1
2567838,11:02:00,11:02:00,33,23,1
2567839,10:45:00,10:45:00,78,0,1
2567839,10:46:00,10:46:00,77,1,1
2567839,10:48:00,10:48:00,76,2,1
2567839,10:50:00,10:50:00,75,3,1
2567839,10:52:00,10:52:00,74,4,1
2567839,10:54:00,10:54:00,73,5,1
2567839,10:55:00,10:55:00,72,6,1
2567839,10:57:00,10:57:00,55,7,1
2567839,10:59:00,10:59:00,54,8,1
2567839,11:00:00,11:00:00,53,9,1
2567839,11:02:00,11:02:00,52,10,1
2567839,11:04:00,11:04:00,17,11,1
2567839,11:05:00,11:05:00,51,12,1
2567839,11:07:00,11:07:00,25,13,1
2567839,11:09:00,11:09:00,26,14,1
2567839,11:11:00,11:11:00,27,15,1
2567839,11:12:00,11:12:00,28,16,1
2567839,11:14:00,11:14:00,30,17,1
2567839,11:16:00,11:16:00,31,18,1
2567839,11:18:00,11:18:00,32,19,1
2567839,11:24:00,11:24:00,33,20,1
2567839,11:27:00,11:27:00,50,21,1
2567839,11:29:00,11:29:00,49,22,1
2567839,11:31:00,11:31:00,48,23,1
2567839,11:35:00,11:35:00,47,24,1
2567839,11:37:00,11:37:00,46,25,1
2567839,11:40:00,11:40:00,45,26,1
2567839,11:45:00,11:45:00,44,27,1
2567839,11:49:00,11:49:00,43,28,1
2567839,11:52:00,11:52:00,42,29,1
2567839,11:57:00,11:57:00,41,30,1
2567839,12:00:00,12:00:00,40,31,1
2567839,12:04:00,12:04:00,39,32,1
2567839,12:07:00,12:07:00,38,33,1
2567839,12:10:00,12:10:00,37,34,1
2567839,12:13:00,12:13:00,36,35,1
2567839,12:18:00,12:18:00,35,36,1
2567840,10:56:00,10:56:00,107,0,1
2567840,10:58:00,10:58:00,80,1,1
2567840,11:02:00,11:02:00,79,2,1
2567840,11:05:00,11:05:00,78,3,1
2567840,11:06:00,11:06:00,77,4,1
2567840,11:08:00,11:08:00,76,5,1
2567840,11:10:00,11:10:00,75,6,1
2567840,11:12:00,11:12:00,74,7,1
2567840,11:14:00,11:14:00,73,8,1
2567840,11:15:00,11:15:00,72,9,1
2567840,11:17:00,11:17:00,55,10,1
2567840,11:19:00,11:19:00,54,11,1
2567840,11:20:00,11:20:00,53,12,1
2567840,11:22:00,11:22:00,52,13,1
2567840,11:24:00,11:24:00,17,14,1
2567840,11:25:00,11:25:00,51,15,1
2567840,11:27:00,11:27:00,25,16,1
2567840,11:29:00,11:29:00,26,17,1
2567840,11:31:00,11:31:00,27,18,1
2567840,11:32:00,11:32:00,28,19,1
2567840,11:34:00,11:34:00,30,20,1
2567840,11:36:00,11:36:00,31,21,1
2567840,11:38:00,11:38:00,32,22,1
2567840,11:42:00,11:42:00,33,23,1
2567841,11:25:00,11:25:00,78,0,1
2567841,11:26:00,11:26:00,77,1,1
2567841,11:28:00,11:28:00,76,2,1
2567841,11:30:00,11:30:00,75,3,1
2567841,11:32:00,11:32:00,74,4,1
2567841,11:34:00,11:34:00,73,5,1
2567841,11:35:00,11:35:00,72,6,1
2567841,11:37:00,11:37:00,55,7,1
2567841,11:39:00,11:39:00,54,8,1
2567841,11:40:00,11:40:00,53,9,1
2567841,11:42:00,11:42:00,52,10,1
2567841,11:44:00,11:44:00,17,11,1
2567841,11:45:00,11:45:00,51,12,1
2567841,11:47:00,11:47:00,25,13,1
2567841,11:49:00,11:49:00,26,14,1
2567841,11:51:00,11:51:00,27,15,1
2567841,11:52:00,11:52:00,28,16,1
2567841,11:54:00,11:54:00,30,17,1
2567841,11:56:00,11:56:00,31,18,1
2567841,11:58:00,11:58:00,32,19,1
2567841,12:02:00,12:02:00,33,20,1
2567842,11:36:00,11:36:00,107,0,1
2567842,11:38:00,11:38:00,80,1,1
2567842,11:42:00,11:42:00,79,2,1
2567842,11:45:00,11:45:00,78,3,1
2567842,11:46:00,11:46:00,77,4,1
2567842,11:48:00,11:48:00,76,5,1
2567842,11:50:00,11:50:00,75,6,1
2567842,11:52:00,11:52:00,74,7,1
2567842,11:54:00,11:54:00,73,8,1
2567842,11:55:00,11:55:00,72,9,1
2567842,11:57:00,11:57:00,55,10,1
2567842,11:59:00,11:59:00,54,11,1
2567842,12:00:00,12:00:00,53,12,1
2567842,12:02:00,12:02:00,52,13,1
2567842,12:04:00,12:04:00,17,14,1
2567842,12:05:00,12:05:00,51,15,1
2567842,12:07:00,12:07:00,25,16,1
2567842,12:09:00,12:09:00,26,17,1
2567842,12:11:00,12:11:00,27,18,1
2567842,12:12:00,12:12:00,28,19,1
2567842,12:14:00,12:14:00,30,20,1
2567842,12:16:00,12:16:00,31,21,1
2567842,12:18:00,12:18:00,32,22,1
2567842,12:24:00,12:24:00,33,23,1
2567842,12:27:00,12:27:00,50,24,1
2567842,12:29:00,12:29:00,49,25,1
2567842,12:31:00,12:31:00,48,26,1
2567842,12:35:00,12:35:00,47,27,1
2567842,12:37:00,12:37:00,46,28,1
2567842,12:40:00,12:40:00,45,29,1
2567842,12:45:00,12:45:00,44,30,1
2567842,12:49:00,12:49:00,43,31,1
2567842,12:52:00,12:52:00,42,32,1
2567842,12:57:00,12:57:00,41,33,1
2567842,13:00:00,13:00:00,40,34,1
2567842,13:04:00,13:04:00,39,35,1
2567842,13:07:00,13:07:00,38,36,1
2567842,13:10:00,13:10:00,37,37,1
2567842,13:13:00,13:13:00,36,38,1
2567842,13:18:00,13:18:00,35,39,1
2567843,12:05:00,12:05:00,78,0,1
2567843,12:06:00,12:06:00,77,1,1
2567843,12:08:00,12:08:00,76,2,1
2567843,12:10:00,12:10:00,75,3,1
2567843,12:12:00,12:12:00,74,4,1
2567843,12:14:00,12:14:00,73,5,1
2567843,12:15:00,12:15:00,72,6,1
2567843,12:17:00,12:17:00,55,7,1
2567843,12:19:00,12:19:00,54,8,1
2567843,12:20:00,12:20:00,53,9,1
2567843,12:22:00,12:22:00,52,10,1
2567843,12:24:00,12:24:00,17,11,1
2567843,12:25:00,12:25:00,51,12,1
2567843,12:27:00,12:27:00,25,13,1
2567843,12:29:00,12:29:00,26,14,1
2567843,12:31:00,12:31:00,27,15,1
2567843,12:32:00,12:32:00,28,16,1
2567843,12:34:00,12:34:00,30,17,1
2567843,12:36:00,12:36:00,31,18,1
2567843,12:38:00,12:38:00,32,19,1
2567843,12:42:00,12:42:00,33,20,1
2567844,12:16:00,12:16:00,107,0,1
2567844,12:18:00,12:18:00,80,1,1
2567844,12:22:00,12:22:00,79,2,1
2567844,12:25:00,12:25:00,78,3,1
2567844,12:26:00,12:26:00,77,4,1
2567844,12:28:00,12:28:00,76,5,1
2567844,12:30:00,12:30:00,75,6,1
2567844,12:32:00,12:32:00,74,7,1
2567844,12:34:00,12:34:00,73,8,1
2567844,12:35:00,12:35:00,72,9,1
2567844,12:37:00,12:37:00,55,10,1
2567844,12:39:00,12:39:00,54,11,1
2567844,12:40:00,12:40:00,53,12,1
2567844,12:42:00,12:42:00,52,13,1
2567844,12:44:00,12:44:00,17,14,1
2567844,12:45:00,12:45:00,51,15,1
2567844,12:47:00,12:47:00,25,16,1
2567844,12:49:00,12:49:00,26,17,1
2567844,12:51:00,12:51:00,27,18,1
2567844,12:52:00,12:52:00,28,19,1
2567844,12:54:00,12:54:00,30,20,1
2567844,12:56:00,12:56:00,31,21,1
2567844,12:58:00,12:58:00,32,22,1
2567844,13:02:00,13:02:00,33,23,1
2567845,12:45:00,12:45:00,78,0,1
2567845,12:46:00,12:46:00,77,1,1
2567845,12:48:00,12:48:00,76,2,1
2567845,12:50:00,12:50:00,75,3,1
2567845,12:52:00,12:52:00,74,4,1
2567845,12:54:00,12:54:00,73,5,1
2567845,12:55:00,12:55:00,72,6,1
2567845,12:57:00,12:57:00,55,7,1
2567845,12:59:00,12:59:00,54,8,1
2567845,13:00:00,13:00:00,53,9,1
2567845,13:02:00,13:02:00,52,10,1
2567845,13:04:00,13:04:00,17,11,1
2567845,13:05:00,13:05:00,51,12,1
2567845,13:07:00,13:07:00,25,13,1
2567845,13:09:00,13:09:00,26,14,1
2567845,13:11:00,13:11:00,27,15,1
2567845,13:12:00,13:12:00,28,16,1
2567845,13:14:00,13:14:00,30,17,1
2567845,13:16:00,13:16:00,31,18,1
2567845,13:18:00,13:18:00,32,19,1
2567845,13:24:00,13:24:00,33,20,1
2567845,13:27:00,13:27:00,50,21,1
2567845,13:29:00,13:29:00,49,22,1
2567845,13:31:00,13:31:00,48,23,1
2567845,13:35:00,13:35:00,47,24,1
2567845,13:37:00,13:37:00,46,25,1
2567845,13:40:00,13:40:00,45,26,1
2567845,13:45:00,13:45:00,44,27,1
2567845,13:49:00,13:49:00,43,28,1
2567845,13:52:00,13:52:00,42,29,1
2567845,13:57:00,13:57:00,41,30,1
2567845,14:00:00,14:00:00,40,31,1
2567845,14:04:00,14:04:00,39,32,1
2567845,14:07:00,14:07:00,38,33,1
2567845,14:10:00,14:10:00,37,34,1
2567845,14:13:00,14:13:00,36,35,1
2567845,14:18:00,14:18:00,35,36,1
2567846,12:56:00,12:56:00,107,0,1
2567846,12:58:00,12:58:00,80,1,1
2567846,13:02:00,13:02:00,79,2,1
2567846,13:05:00,13:05:00,78,3,1
2567846,13:06:00,13:06:00,77,4,1
2567846,13:08:00,13:08:00,76,5,1
2567846,13:10:00,13:10:00,75,6,1
2567846,13:12:00,13:12:00,74,7,1
2567846,13:14:00,13:14:00,73,8,1
2567846,13:15:00,13:15:00,72,9,1
2567846,13:17:00,13:17:00,55,10,1
2567846,13:19:00,13:19:00,54,11,1
2567846,13:20:00,13:20:00,53,12,1
2567846,13:22:00,13:22:00,52,13,1
2567846,13:24:00,13:24:00,17,14,1
2567846,13:25:00,13:25:00,51,15,1
2567846,13:27:00,13:27:00,25,16,1
2567846,13:29:00,13:29:00,26,17,1
2567846,13:31:00,13:31:00,27,18,1
2567846,13:32:00,13:32:00,28,19,1
2567846,13:34:00,13:34:00,30,20,1
2567846,13:36:00,13:36:00,31,21,1
2567846,13:38:00,13:38:00,32,22,1
2567846,13:42:00,13:42:00,33,23,1
2567847,13:25:00,13:25:00,78,0,1
2567847,13:26:00,13:26:00,77,1,1
2567847,13:28:00,13:28:00,76,2,1
2567847,13:30:00,13:30:00,75,3,1
2567847,13:32:00,13:32:00,74,4,1
2567847,13:34:00,13:34:00,73,5,1
2567847,13:35:00,13:35:00,72,6,1
2567847,13:37:00,13:37:00,55,7,1
2567847,13:39:00,13:39:00,54,8,1
2567847,13:40:00,13:40:00,53,9,1
2567847,13:42:00,13:42:00,52,10,1
2567847,13:44:00,13:44:00,17,11,1
2567847,13:45:00,13:45:00,51,12,1
2567847,13:47:00,13:47:00,25,13,1
2567847,13:49:00,13:49:00,26,14,1
2567847,13:51:00,13:51:00,27,15,1
2567847,13:52:00,13:52:00,28,16,1
2567847,13:54:00,13:54:00,30,17,1
2567847,13:56:00,13:56:00,31,18,1
2567847,13:58:00,13:58:00,32,19,1
2567847,14:02:00,14:02:00,33,20,1
2567848,13:36:00,13:36:00,107,0,1
2567848,13:38:00,13:38:00,80,1,1
2567848,13:42:00,13:42:00,79,2,1
2567848,13:45:00,13:45:00,78,3,1
2567848,13:46:00,13:46:00,77,4,1
2567848,13:48:00,13:48:00,76,5,1
2567848,13:50:00,13:50:00,75,6,1
2567848,13:52:00,13:52:00,74,7,1
2567848,13:54:00,13:54:00,73,8,1
2567848,13:55:00,13:55:00,72,9,1
2567848,13:57:00,13:57:00,55,10,1
2567848,13:59:00,13:59:00,54,11,1
2567848,14:00:00,14:00:00,53,12,1
2567848,14:02:00,14:02:00,52,13,1
2567848,14:04:00,14:04:00,17,14,1
2567848,14:05:00,14:05:00,51,15,1
2567848,14:07:00,14:07:00,25,16,1
2567848,14:09:00,14:09:00,26,17,1
2567848,14:11:00,14:11:00,27,18,1
2567848,14:12:00,14:12:00,28,19,1
2567848,14:14:00,14:14:00,30,20,1
2567848,14:16:00,14:16:00,31,21,1
2567848,14:18:00,14:18:00,32,22,1
2567848,14:24:00,14:24:00,33,23,1
2567848,14:27:00,14:27:00,50,24,1
2567848,14:29:00,14:29:00,49,25,1
2567848,14:31:00,14:31:00,48,26,1
2567848,14:35:00,14:35:00,47,27,1
2567848,14:37:00,14:37:00,46,28,1
2567848,14:40:00,14:40:00,45,29,1
2567848,14:45:00,14:45:00,44,30,1
2567848,14:49:00,14:49:00,43,31,1
2567848,14:52:00,14:52:00,42,32,1
2567848,14:57:00,14:57:00,41,33,1
2567848,15:00:00,15:00:00,40,34,1
2567848,15:04:00,15:04:00,39,35,1
2567848,15:07:00,15:07:00,38,36,1
2567848,15:10:00,15:10:00,37,37,1
2567848,15:13:00,15:13:00,36,38,1
2567848,15:18:00,15:18:00,35,39,1
2567849,14:05:00,14:05:00,78,0,1
2567849,14:06:00,14:06:00,77,1,1
2567849,14:08:00,14:08:00,76,2,1
2567849,14:10:00,14:10:00,75,3,1
2567849,14:12:00,14:12:00,74,4,1
2567849,14:14:00,14:14:00,73,5,1
2567849,14:15:00,14:15:00,72,6,1
2567849,14:17:00,14:17:00,55,7,1
2567849,14:19:00,14:19:00,54,8,1
2567849,14:20:00,14:20:00,53,9,1
2567849,14:22:00,14:22:00,52,10,1
2567849,14:24:00,14:24:00,17,11,1
2567849,14:25:00,14:25:00,51,12,1
2567849,14:27:00,14:27:00,25,13,1
2567849,14:29:00,14:29:00,26,14,1
2567849,14:31:00,14:31:00,27,15,1
2567849,14:32:00,14:32:00,28,16,1
2567849,14:34:00,14:34:00,30,17,1
2567849,14:36:00,14:36:00,31,18,1
2567849,14:38:00,14:38:00,32,19,1
2567849,14:42:00,14:42:00,33,20,1
2567850,14:16:00,14:16:00,107,0,1
2567850,14:18:00,14:18:00,80,1,1
2567850,14:22:00,14:22:00,79,2,1
2567850,14:25:00,14:25:00,78,3,1
2567850,14:26:00,14:26:00,77,4,1
2567850,14:28:00,14:28:00,76,5,1
2567850,14:30:00,14:30:00,75,6,1
2567850,14:32:00,14:32:00,74,7,1
2567850,14:34:00,14:34:00,73,8,1
2567850,14:35:00,14:35:00,72,9,1
2567850,14:37:00,14:37:00,55,10,1
2567850,14:39:00,14:39:00,54,11,1
2567850,14:40:00,14:40:00,53,12,1
2567850,14:42:00,14:42:00,52,13,1
2567850,14:44:00,14:44:00,17,14,1
2567850,14:45:00,14:45:00,51,15,1
2567850,14:47:00,14:47:00,25,16,1
2567850,14:49:00,14:49:00,26,17,1
2567850,14:51:00,14:51:00,27,18,1
2567850,14:52:00,14:52:00,28,19,1
2567850,14:54:00,14:54:00,30,20,1
2567850,14:56:00,14:56:00,31,21,1
2567850,14:58:00,14:58:00,32,22,1
2567850,15:02:00,15:02:00,33,23,1
2567851,14:45:00,14:45:00,78,0,1
2567851,14:46:00,14:46:00,77,1,1
2567851,14:48:00,14:48:00,76,2,1
2567851,14:50:00,14:50:00,75,3,1
2567851,14:52:00,14:52:00,74,4,1
2567851,14:54:00,14:54:00,73,5,1
2567851,14:55:00,14:55:00,72,6,1
2567851,14:57:00,14:57:00,55,7,1
2567851,14:59:00,14:59:00,54,8,1
2567851,15:00:00,15:00:00,53,9,1
2567851,15:02:00,15:02:00,52,10,1
2567851,15:04:00,15:04:00,17,11,1
2567851,15:05:00,15:05:00,51,12,1
2567851,15:07:00,15:07:00,25,13,1
2567851,15:09:00,15:09:00,26,14,1
2567851,15:11:00,15:11:00,27,15,1
2567851,15:12:00,15:12:00,28,16,1
2567851,15:14:00,15:14:00,30,17,1
2567851,15:16:00,15:16:00,31,18,1
2567851,15:18:00,15:18:00,32,19,1
2567851,15:24:00,15:24:00,33,20,1
2567851,15:27:00,15:27:00,50,21,1
2567851,15:29:00,15:29:00,49,22,1
2567851,15:31:00,15:31:00,48,23,1
2567851,15:35:00,15:35:00,47,24,1
2567851,15:37:00,15:37:00,46,25,1
2567851,15:40:00,15:40:00,45,26,1
2567851,15:45:00,15:45:00,44,27,1
