route_id,service_id,trip_id,trip_headsign,shape_id
V4-98-114,2759,4459388,Mas del Rosari,5
V4-100-98,2759,4459622,Dr. Lluch,5
V4-98-102,2759,4459390,Vicent Andrés Estellés,5
V4-102-98,2759,4459624,Dr. Lluch,25
V4-98-100,2759,4459392,Fira València,25
V4-114-98,2759,4459626,Dr. Lluch,25
V4-98-114,2759,4459395,Mas del Rosari,5
V4-100-98,2759,4459629,Dr. Lluch,5
V4-98-102,2759,4459397,Vicent Andrés Estellés,5
V4-102-98,2759,4459631,Dr. Lluch,25
V4-98-100,2759,4459399,Fira València,25
V4-114-98,2759,4459633,Dr. Lluch,25
V4-98-114,2759,4459402,Mas del Rosari,5
V4-100-98,2759,4459636,Dr. Lluch,5
V4-98-102,2759,4459404,Vicent Andrés Estellés,5
V4-102-98,2759,4459638,Dr. Lluch,25
V4-98-100,2759,4459406,Fira València,25
V4-114-98,2759,4459640,Dr. Lluch,25
V4-98-114,2759,4459409,Mas del Rosari,5
V4-100-98,2759,4459643,Dr. Lluch,5
V4-98-102,2759,4459411,Vicent Andrés Estellés,5
V4-102-98,2759,4459645,Dr. Lluch,25
V4-98-100,2759,4459413,Fira València,25
V4-114-98,2759,4459647,Dr. Lluch,25
V4-98-114,2759,4459416,Mas del Rosari,5
V4-100-98,2759,4459650,Dr. Lluch,5
V4-98-102,2759,4459418,Vicent Andrés Estellés,5
V4-102-98,2759,4459652,Dr. Lluch,25
V4-98-100,2759,4459420,Fira València,25
V4-114-98,2759,4459654,Dr. Lluch,25
V4-98-114,2759,4459423,Mas del Rosari,5
V4-100-98,2759,4459658,Dr. Lluch,5
V4-98-102,2759,4459425,Vicent Andrés Estellés,5
V4-102-98,2759,4459660,Dr. Lluch,25
V4-98-100,2759,4459427,Fira València,25
V4-114-98,2759,4459662,Dr. Lluch,25
V4-98-114,2759,4459430,Mas del Rosari,5
V4-100-98,2759,4459664,Dr. Lluch,5
V4-98-102,2759,4459432,Vicent Andrés Estellés,5
V4-102-98,2759,4459666,Dr. Lluch,25
V4-98-100,2759,4459434,Fira València,25
V4-114-98,2759,4459668,Dr. Lluch,25
V4-98-114,2759,4459437,Mas del Rosari,5
V4-100-98,2759,4459671,Dr. Lluch,5
V4-98-102,2759,4459439,Vicent Andrés Estellés,5
V4-102-98,2759,4459673,Dr. Lluch,25
V4-98-100,2759,4459441,Fira València,25
V4-114-98,2759,4459675,Dr. Lluch,25
V4-98-114,2759,4459444,Mas del Rosari,5
V4-100-98,2759,4459678,Dr. Lluch,5
V4-98-102,2759,4459446,Vicent Andrés Estellés,5
V4-102-98,2759,4459680,Dr. Lluch,25
V4-98-100,2759,4459448,Fira València,25
V4-114-98,2759,4459682,Dr. Lluch,25
V4-98-114,2759,4459451,Mas del Rosari,5
V4-100-98,2759,4459685,Dr. Lluch,5
V4-98-102,2759,4459453,Vicent Andrés Estellés,5
V4-102-98,2759,4459687,Dr. Lluch,25
V4-98-100,2759,4459455,Fira València,25
V4-114-98,2759,4459689,Dr. Lluch,25
V4-98-114,2759,4459458,Mas del Rosari,5
V4-100-98,2759,4459692,Dr. Lluch,5
V4-98-102,2759,4459460,Vicent Andrés Estellés,5
V4-102-98,2759,4459694,Dr. Lluch,25
V4-98-100,2759,4459462,Fira València,25
V4-114-98,2759,4459696,Dr. Lluch,25
V4-98-114,2759,4459465,Mas del Rosari,5
V4-100-98,2759,4459699,Dr. Lluch,5
V4-98-102,2759,4459467,Vicent Andrés Estellés,5
V4-102-98,2759,4459701,Dr. Lluch,25
V4-98-100,2759,4459469,Fira València,25
V4-114-98,2759,4459703,Dr. Lluch,25
V4-98-114,2759,4459472,Mas del Rosari,5
V4-100-98,2759,4459706,Dr. Lluch,5
V4-98-102,2759,4459474,Vicent Andrés Estellés,5
V4-102-98,2759,4459708,Dr. Lluch,25
V4-98-100,2759,4459476,Fira València,25
V4-114-98,2759,4459710,Dr. Lluch,25
V4-98-114,2759,4459479,Mas del Rosari,5
V4-100-98,2759,4459713,Dr. Lluch,5
V4-98-102,2759,4459481,Vicent Andrés Estellés,5
V4-102-98,2759,4459715,Dr. Lluch,25
V4-98-100,2759,4459483,Fira València,25
V4-114-98,2759,4459717,Dr. Lluch,25
V4-98-114,2759,4459486,Mas del Rosari,5
V4-100-98,2759,4459720,Dr. Lluch,5
V4-98-102,2759,4459488,Vicent Andrés Estellés,5
V4-102-98,2759,4459722,Dr. Lluch,25
V4-98-100,2759,4459490,Fira València,25
V4-114-98,2759,4459724,Dr. Lluch,25
V4-98-114,2759,4459493,Mas del Rosari,5
V4-100-98,2759,4459727,Dr. Lluch,5
V4-98-102,2759,4459495,Vicent Andrés Estellés,5
V4-102-98,2759,4459729,Dr. Lluch,25
V4-98-100,2759,4459497,Fira València,25
V4-114-98,2759,4459731,Dr. Lluch,25
V4-98-114,2759,4459500,Mas del Rosari,5
V4-100-98,2759,4459734,Dr. Lluch,5
V4-98-102,2759,4459502,Vicent Andrés Estellés,5
V4-102-98,2759,4459736,Dr. Lluch,25
V4-98-100,2759,4459504,Fira València,25
V4-114-98,2759,4459738,Dr. Lluch,25
V4-98-114,2759,4459507,Mas del Rosari,5
V4-100-98,2759,4459741,Dr. Lluch,5
V4-98-102,2759,4459509,Vicent Andrés Estellés,5
V4-102-98,2759,4459743,Dr. Lluch,25
V4-98-100,2759,4459511,Fira València,25
V4-114-98,2759,4459745,Dr. Lluch,25
V4-98-114,2759,4459514,Mas del Rosari,5
V4-100-98,2759,4459748,Dr. Lluch,5
V4-98-102,2759,4459516,Vicent Andrés Estellés,5
V4-102-98,2759,4459750,Dr. Lluch,25
V4-98-100,2759,4459518,Fira València,25
V4-114-98,2759,4459752,Dr. Lluch,25
V4-98-114,2759,4459521,Mas del Rosari,5
V4-100-98,2759,4459755,Dr. Lluch,5
V4-98-102,2759,4459523,Vicent Andrés Estellés,5
V4-102-98,2759,4459757,Dr. Lluch,25
V4-98-100,2759,4459525,Fira València,25
V4-114-98,2759,4459759,Dr. Lluch,25
V4-98-114,2759,4459528,Mas del Rosari,5
V4-100-98,2759,4459762,Dr. Lluch,5
V4-98-102,2759,4459530,Vicent Andrés Estellés,5
V4-102-98,2759,4459764,Dr. Lluch,25
V4-98-100,2759,4459532,Fira València,25
V4-114-98,2759,4459766,Dr. Lluch,25
V4-98-114,2759,4459535,Mas del Rosari,5
V4-100-98,2759,4459769,Dr. Lluch,5
V4-98-102,2759,4459537,Vicent Andrés Estellés,5
V4-102-98,2759,4459771,Dr. Lluch,25
V4-98-100,2759,4459539,Fira València,25
V4-114-98,2759,4459773,Dr. Lluch,25
V4-98-114,2759,4459542,Mas del Rosari,5
V4-100-98,2759,4459776,Dr. Lluch,5
V4-98-100,2759,4459545,Fira València,25
V4-102-98,2759,4459778,Dr. Lluch,25
V4-114-98,2759,4459780,Dr. Lluch,25
V4-98-114,2759,4459548,Mas del Rosari,5
V4-100-98,2759,4459782,Dr. Lluch,5
V4-102-98,2759,4459784,Dr. Lluch,25
V4-114-98,2759,4459785,Dr. Lluch,25
V4-98-102,2759,4459553,Vicent Andrés Estellés,5
V4-100-98,2759,4459787,Dr. Lluch,5
V4-100-98,2759,4459789,Dr. Lluch,5
V4-114-98,2759,4459790,Dr. Lluch,25
V4-98-102,2759,4459555,Vicent Andrés Estellés,5
V4-114-98,2759,4459794,Dr. Lluch,25
V4-102-98,2759,4459795,Dr. Lluch,25
V4-102-98,2759,4459797,Dr. Lluch,25
V4-94-115,2759,4459327,Ll. Llarga - Terramelar,25
V4-115-29,2759,4459566,Empalme,25
V4-29-115,2759,4459330,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459571,Empalme,25
V4-29-115,2759,4459335,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459578,Empalme,25
V4-29-115,2759,4459341,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459586,Empalme,25
V4-29-115,2759,4459346,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459593,Empalme,25
V4-29-115,2759,4459351,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459600,Empalme,25
V4-29-115,2759,4459358,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459607,Empalme,25
V4-29-115,2759,4459365,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459614,Empalme,25
V4-29-115,2759,4459372,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459621,Empalme,25
V4-29-115,2759,4459379,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459628,Empalme,25
V4-29-115,2759,4459386,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459635,Empalme,25
V4-29-115,2759,4459393,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459642,Empalme,25
V4-29-115,2759,4459400,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459649,Empalme,25
V4-29-115,2759,4459407,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459656,Empalme,25
V4-29-115,2759,4459414,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459657,Empalme,25
V4-29-115,2759,4459421,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459670,Empalme,25
V4-29-115,2759,4459428,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459677,Empalme,25
V4-29-115,2759,4459435,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459684,Empalme,25
V4-29-115,2759,4459442,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459691,Empalme,25
V4-29-115,2759,4459449,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459698,Empalme,25
V4-29-115,2759,4459456,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459705,Empalme,25
V4-29-115,2759,4459463,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459712,Empalme,25
V4-29-115,2759,4459470,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459719,Empalme,25
V4-29-115,2759,4459477,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459726,Empalme,25
V4-29-115,2759,4459484,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459733,Empalme,25
V4-29-115,2759,4459491,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459740,Empalme,25
V4-29-115,2759,4459498,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459747,Empalme,25
V4-29-115,2759,4459505,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459754,Empalme,25
V4-29-115,2759,4459512,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459761,Empalme,25
V4-29-115,2759,4459519,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459768,Empalme,25
V4-29-115,2759,4459526,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459775,Empalme,25
V4-29-115,2759,4459533,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459781,Empalme,25
V4-29-115,2759,4459540,Ll. Llarga - Terramelar,5
V4-115-29,2759,4459788,Empalme,25
V4-29-115,2759,4459551,Ll. Llarga - Terramelar,5
V4-115-98,2759,4459792,Dr. Lluch,5
V5-123-181,2759,4458836,Marítim,7
V5-182-122,2759,4459161,Aeroport,44
V5-123-182,2759,4458835,Marítim,44
V5-182-123,2759,4459160,Aeroport,7
V5-122-182,2759,4458834,Marítim,7
V5-181-123,2759,4459159,Aeroport,44
V5-122-178,2759,4458833,Marítim,7
V5-181-122,2759,4459158,Aeroport,44
V5-122-180,2759,4458832,Marítim,7
V5-182-123,2759,4459157,Aeroport,7
V5-122-182,2759,4458831,Marítim,7
V5-180-123,2759,4459156,Aeroport,44
V5-123-182,2759,4458830,Marítim,44
V5-181-122,2759,4459155,Aeroport,44
V5-123-181,2759,4458829,Marítim,7
V5-180-123,2759,4459154,Aeroport,44
V5-123-182,2759,4458828,Marítim,44
V5-182-123,2759,4459153,Aeroport,7
V5-123-181,2759,4458827,Marítim,7
V5-180-123,2759,4459152,Aeroport,44
V5-121-182,2759,4458826,Marítim,7
V5-182-123,2759,4459151,Aeroport,7
V5-122-181,2759,4458825,Marítim,7
V5-182-123,2759,4459150,Aeroport,7
V5-123-182,2759,4458824,Marítim,44
V5-182-123,2759,4459149,Aeroport,7
V5-123-182,2759,4458823,Marítim,44
V5-182-123,2759,4459148,Aeroport,7
V5-123-181,2759,4458822,Marítim,7
V5-182-123,2759,4459147,Aeroport,7
V5-123-182,2759,4458821,Marítim,44
V5-182-123,2759,4459146,Aeroport,7
V5-123-182,2759,4458820,Marítim,44
V5-182-123,2759,4459145,Aeroport,7
V5-122-178,2759,4458819,Marítim,7
V5-182-123,2759,4459144,Aeroport,7
V5-123-182,2759,4458818,Marítim,44
V5-178-123,2759,4459143,Aeroport,44
V5-122-182,2759,4458817,Marítim,7
V5-182-123,2759,4459142,Aeroport,7
V5-122-182,2759,4458816,Marítim,7
V5-180-123,2759,4459141,Aeroport,44
V5-123-179,2759,4458815,Marítim,7
V5-181-123,2759,4459140,Aeroport,44
V5-123-182,2759,4458814,Marítim,44
V5-181-123,2759,4459139,Aeroport,44
V5-123-181,2759,4458813,Marítim,7
V5-182-123,2759,4459138,Aeroport,7
V5-123-182,2759,4458812,Marítim,44
V5-182-123,2759,4459137,Aeroport,7
V5-69-182,2759,4458811,Marítim,44
V5-182-123,2759,4459136,Aeroport,7
V5-122-182,2759,4458810,Marítim,7
V5-182-123,2759,4459135,Aeroport,7
V5-123-182,2759,4458809,Marítim,44
V5-182-122,2759,4459134,Aeroport,44
V5-123-177,2759,4458808,Marítim,7
V5-181-123,2759,4459133,Aeroport,44
V5-122-182,2759,4458807,Marítim,7
V5-182-123,2759,4459132,Aeroport,7
V5-122-181,2759,4458806,Marítim,7
V5-182-123,2759,4459131,Aeroport,7
V5-123-182,2759,4458805,Marítim,44
V5-180-121,2759,4459130,Aeroport,44
V5-122-182,2759,4458804,Marítim,7
V5-180-123,2759,4459129,Aeroport,44
V5-122-182,2759,4458803,Marítim,7
V5-181-123,2759,4459128,Aeroport,44
V5-121-181,2759,4458802,Marítim,7
V5-182-122,2759,4459127,Aeroport,44
V5-123-182,2759,4458801,Marítim,44
V5-182-123,2759,4459126,Aeroport,7
V5-123-182,2759,4458800,Marítim,44
V5-181-123,2759,4459125,Aeroport,44
V5-69-181,2759,4458799,Marítim,7
V5-181-123,2759,4459124,Aeroport,44
V5-123-182,2759,4458798,Marítim,44
V5-182-123,2759,4459123,Aeroport,7
V5-123-182,2759,4458797,Marítim,44
V5-182-122,2759,4459122,Aeroport,44
V5-123-182,2759,4458796,Marítim,44
V5-180-122,2759,4459121,Aeroport,44
V5-123-181,2759,4458795,Marítim,7
V5-182-121,2759,4459120,Aeroport,44
V5-123-182,2759,4458794,Marítim,44
V5-182-122,2759,4459119,Aeroport,44
V5-123-182,2759,4458793,Marítim,44
V5-182-123,2759,4459118,Aeroport,7
V5-123-182,2759,4458792,Marítim,44
V5-181-123,2759,4459117,Aeroport,44
V5-123-182,2759,4458791,Marítim,44
V5-181-123,2759,4459116,Aeroport,44
V5-123-179,2759,4458790,Marítim,7
V5-179-123,2759,4459115,Aeroport,44
V5-122-182,2759,4458789,Marítim,7
V5-182-120,2759,4459114,Aeroport,44
V5-123-182,2759,4458788,Marítim,44
V5-182-122,2759,4459113,Aeroport,44
V5-70-182,2759,4458787,Marítim,7
V5-182-123,2759,4459112,Aeroport,7
V5-123-181,2759,4458786,Marítim,7
V5-182-122,2759,4459111,Aeroport,44
V5-123-120,2759,4459110,Alameda,7
V6-94-132,2759,4459325,Tossal del Rei,8
V6-132-123,2759,4459561,Marítim,10
V6-94-132,2759,4459331,Tossal del Rei,8
V6-95-123,2759,4459564,Marítim,8
V6-123-132,2759,4459337,Tossal del Rei,8
V6-132-123,2759,4459567,Marítim,10
V6-123-132,2759,4459340,Tossal del Rei,8
V6-95-123,2759,4459572,Marítim,8
V6-123-132,2759,4459344,Tossal del Rei,8
V6-132-123,2759,4459574,Marítim,10
V6-123-132,2759,4459348,Tossal del Rei,8
V6-132-123,2759,4459579,Marítim,10
V6-123-132,2759,4459352,Tossal del Rei,8
V6-132-123,2759,4459583,Marítim,10
V6-123-132,2759,4459356,Tossal del Rei,8
V6-132-123,2759,4459588,Marítim,10
V6-123-132,2759,4459361,Tossal del Rei,8
V6-132-123,2759,4459592,Marítim,10
V6-123-132,2759,4459366,Tossal del Rei,8
V6-132-123,2759,4459597,Marítim,10
V6-123-132,2759,4459370,Tossal del Rei,8
V6-132-123,2759,4459602,Marítim,10
V6-123-132,2759,4459375,Tossal del Rei,8
V6-132-123,2759,4459606,Marítim,10
V6-123-132,2759,4459380,Tossal del Rei,8
V6-132-123,2759,4459611,Marítim,10
V6-123-132,2759,4459384,Tossal del Rei,8
V6-132-123,2759,4459616,Marítim,10
V6-123-132,2759,4459389,Tossal del Rei,8
V6-132-123,2759,4459620,Marítim,10
V6-123-132,2759,4459394,Tossal del Rei,8
V6-132-123,2759,4459625,Marítim,10
V6-123-132,2759,4459398,Tossal del Rei,8
V6-132-123,2759,4459630,Marítim,10
V6-123-132,2759,4459403,Tossal del Rei,8
V6-132-123,2759,4459634,Marítim,10
V6-123-132,2759,4459408,Tossal del Rei,8
V6-132-123,2759,4459639,Marítim,10
V6-123-132,2759,4459412,Tossal del Rei,8
V6-132-123,2759,4459644,Marítim,10
V6-123-132,2759,4459417,Tossal del Rei,8
V6-132-123,2759,4459648,Marítim,10
V6-123-132,2759,4459422,Tossal del Rei,8
V6-132-123,2759,4459653,Marítim,10
V6-123-132,2759,4459426,Tossal del Rei,8
V6-132-123,2759,4459659,Marítim,10
V6-123-132,2759,4459431,Tossal del Rei,8
V6-132-123,2759,4459663,Marítim,10
V6-123-132,2759,4459436,Tossal del Rei,8
V6-132-123,2759,4459667,Marítim,10
V6-123-132,2759,4459440,Tossal del Rei,8
V6-132-123,2759,4459672,Marítim,10
V6-123-132,2759,4459445,Tossal del Rei,8
V6-132-123,2759,4459676,Marítim,10
V6-123-132,2759,4459450,Tossal del Rei,8
V6-132-123,2759,4459681,Marítim,10
V6-123-132,2759,4459454,Tossal del Rei,8
V6-132-123,2759,4459686,Marítim,10
V6-123-132,2759,4459459,Tossal del Rei,8
V6-132-123,2759,4459690,Marítim,10
V6-123-132,2759,4459464,Tossal del Rei,8
V6-132-123,2759,4459695,Marítim,10
V6-123-132,2759,4459468,Tossal del Rei,8
V6-132-123,2759,4459700,Marítim,10
V6-123-132,2759,4459473,Tossal del Rei,8
V6-132-123,2759,4459704,Marítim,10
V6-123-132,2759,4459478,Tossal del Rei,8
V6-132-123,2759,4459709,Marítim,10
V6-123-132,2759,4459482,Tossal del Rei,8
V6-132-123,2759,4459714,Marítim,10
V6-123-132,2759,4459487,Tossal del Rei,8
V6-132-123,2759,4459718,Marítim,10
V6-123-132,2759,4459492,Tossal del Rei,8
V6-132-123,2759,4459723,Marítim,10
V6-123-132,2759,4459496,Tossal del Rei,8
V6-132-123,2759,4459728,Marítim,10
V6-123-132,2759,4459501,Tossal del Rei,8
V6-132-123,2759,4459732,Marítim,10
V6-123-132,2759,4459506,Tossal del Rei,8
V6-132-123,2759,4459737,Marítim,10
V6-123-132,2759,4459510,Tossal del Rei,8
V6-132-123,2759,4459742,Marítim,10
V6-123-132,2759,4459515,Tossal del Rei,8
V6-132-123,2759,4459746,Marítim,10
V6-123-132,2759,4459520,Tossal del Rei,8
V6-132-123,2759,4459751,Marítim,10
V6-123-132,2759,4459524,Tossal del Rei,8
V6-132-123,2759,4459756,Marítim,10
V6-123-132,2759,4459529,Tossal del Rei,8
V6-132-123,2759,4459760,Marítim,10
V6-123-132,2759,4459534,Tossal del Rei,8
V6-132-123,2759,4459765,Marítim,10
V6-123-132,2759,4459538,Tossal del Rei,8
V6-132-123,2759,4459770,Marítim,10
V6-123-132,2759,4459543,Tossal del Rei,8
V6-132-123,2759,4459774,Marítim,10
V6-123-132,2759,4459546,Tossal del Rei,8
V6-132-123,2759,4459779,Marítim,10
V6-123-98,2759,4459549,Dr. Lluch,10
V6-132-123,2759,4459783,Marítim,10
V6-123-132,2759,4459550,Tossal del Rei,8
V6-132-123,2759,4459786,Marítim,10
V6-123-132,2759,4459554,Tossal del Rei,8
V6-132-94,2759,4459791,Beteró,10
V6-123-132,2759,4459556,Tossal del Rei,8
V6-132-94,2759,4459793,Beteró,10
V6-132-94,2759,4459796,Beteró,10
V7-122-78,2759,4458785,Marítim,45
V7-22-66,2759,4459109,Sant Isidre,6
V7-122-78,2759,4458784,Marítim,45
V7-78-79,2759,4459108,Sant Isidre,45
V7-123-78,2759,4458783,Marítim,6
V7-78-66,2759,4459107,Sant Isidre,45
V7-69-123,2759,4458782,Marítim,45
V7-78-67,2759,4459106,Sant Isidre,6
V7-122-78,2759,4458781,Marítim,45
V7-69-66,2759,4459105,Alameda,6
V7-122-78,2759,4458780,Marítim,45
V7-108-66,2759,4459104,Sant Isidre,6
V7-123-78,2759,4458779,Marítim,6
V7-78-123,2759,4459103,Sant Isidre,6
V7-123-21,2759,4458778,Marítim,45
V7-78-123,2759,4459102,Sant Isidre,6
V7-122-21,2759,4458777,Marítim,45
V7-78-123,2759,4459101,Sant Isidre,6
V7-121-78,2759,4458776,Marítim,45
V7-21-122,2759,4459100,Sant Isidre,6
V7-122-21,2759,4458775,Marítim,45
V7-78-108,2759,4459099,Sant Isidre,6
V7-123-78,2759,4458774,Marítim,6
V7-21-123,2759,4459098,Sant Isidre,6
V7-123-21,2759,4458773,Marítim,45
V7-78-123,2759,4459097,Sant Isidre,6
V7-123-78,2759,4458772,Marítim,6
V7-78-123,2759,4459096,Sant Isidre,6
V7-122-78,2759,4458771,Marítim,45
V7-78-123,2759,4459095,Sant Isidre,6
V7-123-78,2759,4458770,Marítim,6
V7-21-123,2759,4459094,Sant Isidre,6
V7-123-22,2759,4458769,Marítim,6
V7-23-123,2759,4459093,Sant Isidre,45
V7-123-21,2759,4458768,Marítim,45
V7-78-122,2759,4459092,Sant Isidre,6
V7-121-78,2759,4458767,Marítim,45
V7-78-123,2759,4459091,Sant Isidre,6
V7-123-78,2759,4458766,Marítim,6
V7-78-123,2759,4459090,Sant Isidre,6
V7-122-78,2759,4458765,Marítim,45
V7-78-123,2759,4459089,Sant Isidre,6
V7-123-78,2759,4458764,Marítim,6
V7-78-123,2759,4459088,Sant Isidre,6
V7-120-78,2759,4458763,Marítim,45
V7-23-120,2759,4459087,Sant Isidre,6
V7-121-22,2759,4458762,Marítim,45
V7-78-123,2759,4459086,Sant Isidre,6
V7-123-21,2759,4458761,Marítim,45
V7-21-123,2759,4459085,Sant Isidre,6
V7-123-78,2759,4458760,Marítim,6
V7-21-123,2759,4459084,Sant Isidre,6
V7-122-78,2759,4458759,Marítim,45
V7-78-123,2759,4459083,Sant Isidre,6
V7-122-78,2759,4458758,Marítim,45
V7-21-123,2759,4459082,Sant Isidre,6
V7-122-78,2759,4458757,Marítim,45
V7-78-123,2759,4459081,Sant Isidre,6
V7-123-78,2759,4458756,Marítim,6
V7-78-122,2759,4459080,Sant Isidre,6
V7-123-78,2759,4458755,Marítim,6
V7-78-123,2759,4459079,Sant Isidre,6
V7-123-21,2759,4458754,Marítim,45
V7-78-123,2759,4459078,Sant Isidre,6
V7-123-78,2759,4458753,Marítim,6
V7-78-123,2759,4459077,Sant Isidre,6
V7-122-78,2759,4458752,Marítim,45
V7-21-123,2759,4459076,Sant Isidre,6
V7-121-78,2759,4458751,Marítim,45
V7-78-122,2759,4459075,Sant Isidre,6
V7-123-78,2759,4458750,Marítim,6
V7-78-123,2759,4459074,Sant Isidre,6
V7-123-78,2759,4458749,Marítim,6
V7-69-123,2759,4459073,Sant Isidre,45
V7-121-78,2759,4458748,Marítim,45
V7-78-123,2759,4459072,Sant Isidre,6
V7-122-78,2759,4458747,Marítim,45
V7-78-123,2759,4459071,Sant Isidre,6
V7-123-78,2759,4458746,Marítim,6
V7-78-120,2759,4459070,Sant Isidre,6
V7-123-78,2759,4458745,Marítim,6
V7-78-123,2759,4459069,Sant Isidre,6
V7-123-78,2759,4458744,Marítim,6
V7-78-122,2759,4459068,Sant Isidre,6
V7-123-21,2759,4458743,Marítim,45
V7-78-122,2759,4459067,Sant Isidre,6
V7-123-78,2759,4458742,Marítim,6
V7-78-123,2759,4459066,Sant Isidre,6
V7-123-78,2759,4458741,Marítim,6
V7-78-123,2759,4459065,Sant Isidre,6
V7-122-78,2759,4458740,Marítim,45
V7-21-123,2759,4459064,Sant Isidre,6
V7-123-78,2759,4458739,Marítim,6
V7-78-123,2759,4459063,Sant Isidre,6
V7-122-78,2759,4458738,Marítim,45
V7-78-123,2759,4459062,Sant Isidre,6
V7-123-21,2759,4458737,Marítim,45
V7-78-123,2759,4459061,Sant Isidre,6
V7-122-78,2759,4458736,Marítim,45
V7-78-122,2759,4459060,Sant Isidre,6
V7-121-78,2759,4458735,Marítim,45
V7-78-123,2759,4459059,Sant Isidre,6
V7-123-78,2759,4458734,Marítim,6
V7-78-123,2759,4459058,Sant Isidre,6
V7-66-78,2759,4458733,Machado,6
V7-21-123,2759,4459057,Sant Isidre,6
V7-66-78,2759,4458732,Machado,6
V7-78-123,2759,4459056,Sant Isidre,6
V7-66-78,2759,4458731,Machado,6
V7-78-123,2759,4459055,Sant Isidre,6
V7-66-78,2759,4458730,Machado,6
V7-78-123,2759,4459054,Sant Isidre,6
V7-66-21,2759,4458729,Machado,45
V7-78-123,2759,4459053,Sant Isidre,6
V8-123-126,2759,4459354,Neptú,9
V8-95-123,2759,4459576,Marítim,9
V8-123-126,2759,4459359,Neptú,9
V8-126-123,2759,4459581,Marítim,59
V8-123-126,2759,4459363,Neptú,9
V8-126-123,2759,4459585,Marítim,59
V8-123-126,2759,4459368,Neptú,9
V8-126-123,2759,4459590,Marítim,59
V8-123-126,2759,4459373,Neptú,9
V8-126-123,2759,4459595,Marítim,59
V8-123-126,2759,4459377,Neptú,9
V8-126-123,2759,4459599,Marítim,59
V8-123-126,2759,4459382,Neptú,9
V8-126-123,2759,4459604,Marítim,59
V8-123-126,2759,4459387,Neptú,9
V8-126-123,2759,4459609,Marítim,59
V8-123-126,2759,4459391,Neptú,9
V8-126-123,2759,4459613,Marítim,59
V8-123-126,2759,4459396,Neptú,9
V8-126-123,2759,4459618,Marítim,59
V8-123-126,2759,4459401,Neptú,9
V8-126-123,2759,4459623,Marítim,59
V8-123-126,2759,4459405,Neptú,9
V8-126-123,2759,4459627,Marítim,59
V8-123-126,2759,4459410,Neptú,9
V8-126-123,2759,4459632,Marítim,59
V8-123-126,2759,4459415,Neptú,9
V8-126-123,2759,4459637,Marítim,59
V8-123-126,2759,4459419,Neptú,9
V8-126-123,2759,4459641,Marítim,59
V8-123-126,2759,4459424,Neptú,9
V8-126-123,2759,4459646,Marítim,59
V8-123-126,2759,4459429,Neptú,9
V8-126-123,2759,4459651,Marítim,59
V8-123-126,2759,4459433,Neptú,9
V8-126-123,2759,4459655,Marítim,59
V8-123-126,2759,4459438,Neptú,9
V8-126-123,2759,4459661,Marítim,59
V8-123-126,2759,4459443,Neptú,9
V8-126-123,2759,4459665,Marítim,59
V8-123-126,2759,4459447,Neptú,9
V8-126-123,2759,4459669,Marítim,59
V8-123-126,2759,4459452,Neptú,9
V8-126-123,2759,4459674,Marítim,59
V8-123-126,2759,4459457,Neptú,9
V8-126-123,2759,4459679,Marítim,59
V8-123-126,2759,4459461,Neptú,9
V8-126-123,2759,4459683,Marítim,59
V8-123-126,2759,4459466,Neptú,9
V8-126-123,2759,4459688,Marítim,59
V8-123-126,2759,4459471,Neptú,9
V8-126-123,2759,4459693,Marítim,59
V8-123-126,2759,4459475,Neptú,9
V8-126-123,2759,4459697,Marítim,59
V8-123-126,2759,4459480,Neptú,9
V8-126-123,2759,4459702,Marítim,59
V8-123-126,2759,4459485,Neptú,9
V8-126-123,2759,4459707,Marítim,59
V8-123-126,2759,4459489,Neptú,9
